molecule_name,smiles,inchikey,pec50,external_nn_tanimoto,external_nn_pchembl,external_top5_pchembl,external_has_exact_match,external_covered_t03,external_covered_t04
OADMET-0003540,CNC(C)Cc1ccccc1OC,OEHAYUOVELTAPG-UHFFFAOYSA-N,2.09,0.2264151,5.6,5.651385502533157,False,False,False
OADMET-0003539,CNCCc1ccccn1,UUQMNUMQCIQDMZ-UHFFFAOYSA-N,2.38,0.21212122,5.3,5.112213763728391,False,False,False
OADMET-0003538,NCc1ccc(S(N)(=O)=O)cc1,TYMRLRRVMHJFTF-UHFFFAOYSA-N,2.57,0.18367347,6.56,6.221858835327925,False,False,False
OADMET-0003537,CCOC(=O)N1CSCC1C(=O)O,XBJWOGLKABXFJE-UHFFFAOYSA-N,1.77,0.21052632,4.5,4.806652354201501,False,False,False
OADMET-0003536,Cn1c(Cc2cccs2)nc2cc(C(=O)N3CC(Cc4ccc(F)cc4F)C3)ccc21,DVSPOYBDPGAGKV-UHFFFAOYSA-N,5.82,0.20353982,5.56,5.080363720075138,False,False,False
OADMET-0003535,CC1C(=O)Nc2cc(-c3nc(-c4ccc(N5CCCC5)nc4)no3)ccc2N1C,LWGNVLQERFNDFA-UHFFFAOYSA-N,2.62,0.22916667,4.3,4.968063151740727,False,False,False
OADMET-0003534,Cc1cc(F)c2c(c1)NC(C(=O)NCC1CC13CCSCC3)C2,SJKGTOGZTMRHSM-UHFFFAOYSA-N,5.66,0.21621622,5.16,5.949467383580787,False,False,False
OADMET-0003533,CC(C)(C(=O)N1CCCc2occc2C1)c1ccc(Cl)cc1,OAAIYRWEXSNSLQ-UHFFFAOYSA-N,5.58,0.225,5.19,6.281087578124986,False,False,False
OADMET-0003532,CCN(CC)C(=O)CSc1nnc(-c2cc(Cl)ccc2OC)[nH]1,IZQGJBSGWYWETN-UHFFFAOYSA-N,5.62,0.35714287,6.44,6.256611544900016,False,True,False
OADMET-0003531,Cc1ccccc1-c1noc(C(C)N2CCCC2c2c(C)nn(C)c2C)n1,IORHBFQUYWTNEB-UHFFFAOYSA-N,5.91,0.18811882,5.24,5.183921435326831,False,False,False
OADMET-0003530,CC(C)(C)[C@@H]1OCC[C@H]1c1noc(C2OCCc3ccccc32)n1,YKAIMSBMSJLSGC-YTPLPTRZSA-N,5.6,0.21052632,4.3,4.664550950586425,False,False,False
OADMET-0003529,CN(C(=O)C1(c2c(Cl)cccc2Cl)CCC1)[C@H]1C[C@@H](C(N)=O)C1,CJJKRZOBAGNNOZ-PHIMTYICSA-N,5.74,0.21518987,4.9,4.892402165605089,False,False,False
OADMET-0003528,Cn1ncc2ccc(CNc3ncnc4ccc(F)cc34)cc21,IMSNSGWODHWPIM-UHFFFAOYSA-N,1.91,0.22352941,5.235,5.239052299542125,False,False,False
OADMET-0003527,COc1ccc2c(-c3ccccc3)c(C(=O)NC(C)C)oc2c1,BYWDWFGJUHGMHA-UHFFFAOYSA-N,5.005,0.23655914,5.54,5.622405413568281,False,False,False
OADMET-0003526,Cc1cc(F)ccc1-n1ccc(NC(=O)NCCS(=O)(=O)Nc2ccccc2)n1,RTVWVQOQWOQJJL-UHFFFAOYSA-N,6.63,0.23157895,6.6,6.136564763085221,False,False,False
OADMET-0003525,Cc1cc(NCc2ccccc2OC(C)C)cc(C(N)=O)c1,NWFXJYZVFTZVNK-UHFFFAOYSA-N,5.42,0.265625,5.6,5.30308501613169,False,False,False
OADMET-0003524,Cc1nc2scc(C)n2c(=O)c1S(=O)(=O)Nc1cccc(C(F)(F)F)c1,WCHSYYWYGRBQMA-UHFFFAOYSA-N,5.92,0.2,5.58,5.3019788077217465,False,False,False
OADMET-0003523,Cc1cccc(-c2cncc(C(=O)N3CCc4ccc(S(=O)(=O)N5CCCC5)cc43)c2)c1,RGZHJDLYBPQKIJ-UHFFFAOYSA-N,5.38,0.2195122,7.6,6.33238436675338,False,False,False
OADMET-0003522,Cc1n[nH]c2ccc(-c3cc4n(c3)C(C3CC3)CNC4=O)cc12,JWQAFCDFSGHBQL-UHFFFAOYSA-N,1.73,0.15730338,4.89,5.090118643526578,False,False,False
OADMET-0003521,CCOc1cccc(NS(=O)(=O)c2ccnn2C2CCC2)n1,UMIKRLLTVSCTOK-UHFFFAOYSA-N,4.79,0.21904762,5.89,5.159506521404209,False,False,False
OADMET-0003520,CCn1c(-c2n[nH]c(=O)c3ccccc23)nnc1N1Cc2ccccc2C(c2ccccc2)C1,LRQYGWVKSKJUNW-UHFFFAOYSA-N,5.49,0.19354838,4.89,5.113125194249473,False,False,False
OADMET-0003519,Cc1ccc(S(=O)(=O)Nc2cccc3nccnc23)cc1Cl,VZNRRQKCHJNXNE-UHFFFAOYSA-N,5.12,0.2361111,6.1,5.57669080505346,False,False,False
OADMET-0003518,COCC1CN(C(=O)NCc2ccccc2OC2CCCC2)CC(C)O1,SRKLTROPUMBUPG-UHFFFAOYSA-N,5.25,0.22972973,5.6,5.492776575533612,False,False,False
OADMET-0003517,Cc1cc(NS(=O)(=O)c2cc(C)c(F)c(C)c2)n(-c2ccc([N+](=O)[O-])cc2)n1,DXYZQPFEVYKJRQ-UHFFFAOYSA-N,4.91,0.23684211,6.0,6.3052998361223445,False,False,False
OADMET-0003516,CC(=O)NC1Cc2ccccc2N(Cc2c[nH]nc2-c2ccc(C)o2)C1,PVRZYQJOHDPUCX-UHFFFAOYSA-N,5.29,0.25842696,4.89,5.106883724878259,False,False,False
OADMET-0003515,CC1CN(Cc2cn(C)nc2-c2ccc(C#N)cc2)C1c1ccccc1,FWXQGKRQZIYEKJ-UHFFFAOYSA-N,5.14,0.19101124,5.235,5.047396840700438,False,False,False
OADMET-0003514,COC(=O)CN(CCc1ccccc1)C(=O)c1ccc(C2(C(F)(F)F)N=N2)cc1,XKQOYOIZPGDETJ-UHFFFAOYSA-N,5.35,0.23376623,6.0,5.194730224982405,False,False,False
OADMET-0003513,CNC(=O)Cn1ccc2ccc(NC(=O)C3(c4cc(F)cc(F)c4)CCCC3)cc21,NEFYEKPEXTXCAL-UHFFFAOYSA-N,5.66,0.20512821,7.32,6.744434686834562,False,False,False
OADMET-0003512,CCc1cccc(C)c1NS(=O)(=O)c1cn(C(C)C)cn1,DVXKUMLKZXAMGR-UHFFFAOYSA-N,5.89,0.2,6.05,5.80258275964645,False,False,False
OADMET-0003511,COCCN(C1CC1)S(=O)(=O)c1cccc2ccn(C)c12,VUPAZJYWUFZWAC-UHFFFAOYSA-N,5.55,0.2173913,4.5,5.481393638057567,False,False,False
OADMET-0003510,CCc1c(C(=O)NC2(CNC(=O)C3COC(C)C3)CCCC2)oc2ccccc12,NESSMDQKGOGVQK-UHFFFAOYSA-N,5.2,0.1954023,4.85,5.028672666982332,False,False,False
OADMET-0003509,N#Cc1ccnnc1N1CCCC(c2c[nH]c3ncccc23)C1,JVVLSCNLUICXDH-UHFFFAOYSA-N,2.94,0.18987341,6.05,5.1807908154457785,False,False,False
OADMET-0003508,CC(C)(C(=O)Nc1cc(C2CCOCC2)[nH]n1)c1cccc(Cl)c1F,KIHONECJKDILGT-UHFFFAOYSA-N,5.23,0.24242425,5.61,5.313920592578312,False,False,False
OADMET-0003506,COc1nccc(C(=O)N2CCCCC2Cc2ccccc2F)n1,MWIOUWDAXWAOFK-UHFFFAOYSA-N,5.14,0.21100917,5.89,5.7189177447114,False,False,False
OADMET-0003505,O=C1CCCN1Cc1ccc(Nc2nccc(Oc3ccccc3)n2)cc1,CCXULBUUIBWSSY-UHFFFAOYSA-N,5.74,0.19480519,5.75,5.222225112364935,False,False,False
OADMET-0003504,O=C(Cc1cn2cc(Cl)cc(Cl)c2n1)NCC(c1ccccc1)N1CCOCC1,ZVSJITCJAVGKLB-UHFFFAOYSA-N,5.58,0.21348314,6.4,5.336731040949808,False,False,False
OADMET-0003503,Cc1noc2nc(-c3cccc(C(F)(F)F)c3)cc(C(=O)N3CCSCC(C)C3)c12,HSJXGPVCBNTXGE-UHFFFAOYSA-N,6.140000000000001,0.23275863,5.89,4.963933630083156,False,False,False
OADMET-0003502,Cc1cc(-c2cc(C(=O)Nc3cccc(Cn4ccnc4)c3)c3c(C)noc3n2)c(C)o1,QKTLYSZELZEFQE-UHFFFAOYSA-N,5.35,0.20535715,5.61,5.347015207196485,False,False,False
OADMET-0003501,Cc1c(CNS(=O)(=O)c2cocc2Br)noc1-c1ccccc1,STXKQWKWKKEVLS-UHFFFAOYSA-N,5.23,0.16666667,5.47,5.539871175614012,False,False,False
OADMET-0003500,O=C(NCc1cc2ccccc2o1)C1(Cc2ccc(F)cc2)CCOCC1,AXJVHHKTWDXNPV-UHFFFAOYSA-N,5.24,0.22580644,5.8,5.803182309864716,False,False,False
OADMET-0003499,COc1ccccc1-n1ncc(C(=O)NCC2(Cc3ccc(F)cc3)CC2)c1C,ZQQOUNKIRMMDDJ-UHFFFAOYSA-N,6.215,0.2857143,6.1,5.954493297414564,False,False,False
OADMET-0003498,O=C(c1cccc([N+](=O)[O-])c1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,IHKFVYKFPNZJLP-UHFFFAOYSA-N,5.39,0.24675325,5.72,5.2222881183071355,False,False,False
OADMET-0003497,COc1cccc(OCCN2CCN(C(=O)c3scnc3C(C)(C)C)CC2)c1,FOSFQMRBYFRUKU-UHFFFAOYSA-N,2.95,0.27272728,5.4,5.76315554220074,False,False,False
OADMET-0003496,COc1cccc(C2(CNC(=O)Cc3c(C)nn(-c4nc(C)cc(C)n4)c3C)CCCC2)c1,VDEYBXULTXSMNG-UHFFFAOYSA-N,5.77,0.22352941,5.47,5.2003960635339785,False,False,False
OADMET-0003495,COc1cccc(CC2CCN(C(=O)Nc3ccnc(C)n3)CC2)c1,NADPQXATXMIYFF-UHFFFAOYSA-N,3.42,0.2375,5.47,5.275125527314541,False,False,False
OADMET-0003493,CC(NC(=O)c1ncsc1Nc1ccccc1)c1ccc(NC(N)=O)cc1,LCPMUUJCASWNHY-UHFFFAOYSA-N,5.42,0.25,4.75,5.671379656119914,False,False,False
OADMET-0003492,CCS(=O)(=O)Nc1cc(OC)ccc1S(=O)(=O)N1CCCC(C)C1,DKFHZLWAZDIVOJ-UHFFFAOYSA-N,5.47,0.25675675,5.85,5.857338328633865,False,False,False
OADMET-0003491,CC1(C)CN(S(=O)(=O)CCn2cnnn2)C1c1ccccc1,ZHIHTRGKAIBXBP-UHFFFAOYSA-N,4.98,0.2,4.5,5.267867772557473,False,False,False
OADMET-0003490,Cn1nccc1S(=O)(=O)N1Cc2ccccc2C(c2ccccc2)C1,UGPOHHOWYXIWCJ-UHFFFAOYSA-N,5.57,0.2038835,4.825,4.877576580300305,False,False,False
OADMET-0003489,CNC(=O)CC1CCN(S(=O)(=O)c2cc(C(F)(F)F)ccc2NC2CCC2C2CC2)CC1,BKXOCSXNRVMALB-UHFFFAOYSA-N,5.3,0.30232558,6.545,5.8552045409120375,False,True,False
OADMET-0003488,CCS(=O)(=O)Nc1ccccc1C(=O)Nc1cc(C2CC2)n(C)n1,ZVNXWBPCWQMANN-UHFFFAOYSA-N,5.37,0.22619048,4.89,4.934935400159523,False,False,False
OADMET-0003487,CN1CCN(S(=O)(=O)c2cc3ccccc3o2)C(c2ccccc2)C1,FJHQUJLROQGNEA-UHFFFAOYSA-N,4.94,0.20512821,5.025,5.740034021255722,False,False,False
OADMET-0003486,Cc1cc(C)c(S(=O)(=O)Nc2cc(C(=O)NC(C)c3cccnc3)ccc2C)c(C)c1,BJPFWDUUOUASTR-UHFFFAOYSA-N,5.880000000000001,0.2962963,4.75,5.373218760940495,False,False,False
OADMET-0003485,Cc1cc(F)cc2c1N(S(=O)(=O)c1n[nH]c3ncccc13)CCC2,UVDJQCCCLOMXMS-UHFFFAOYSA-N,5.57,0.28,7.6,7.279451584643156,False,False,False
OADMET-0003484,O=C(NCc1ccccc1N1CCCC1)c1occc1COc1ccccc1,JDDHDBTZOXBNCZ-UHFFFAOYSA-N,5.39,0.19767442,4.89,5.456081492021219,False,False,False
OADMET-0003483,Cc1cccn2cc(CC(=O)NC3CCCOc4cc(F)ccc43)nc12,GVZBSYAQXVSFEA-UHFFFAOYSA-N,5.45,0.23529412,6.0,5.2118210578693684,False,False,False
OADMET-0003482,CCS(=O)(=O)N1CCC(C(=O)N2CC(C)(C)C2C(C)C)CC1,TUASPONSPAJMMN-UHFFFAOYSA-N,5.43,0.22077923,5.11,5.315934991923012,False,False,False
OADMET-0003481,O=C(NCC1(c2ccccn2)CCC1)c1cccc(-c2noc(C(F)(F)F)n2)c1,MCMKMBVCIJWRGP-UHFFFAOYSA-N,5.38,0.29473683,5.8,4.642091566382444,False,False,False
OADMET-0003480,O=S(=O)(Nc1cc(F)c(F)cc1Cl)c1cnn(C2CCOC2)c1,KVARMYQTKIRGCQ-UHFFFAOYSA-N,5.33,0.2875,4.8,4.977958826252267,False,False,False
OADMET-0003479,O=S(=O)(Nc1cnc2c(c1)CCC2)c1ccccc1C(F)F,LXUFQUHOOIZZTM-UHFFFAOYSA-N,4.92,0.19512194,5.0,5.764737404196435,False,False,False
OADMET-0003478,O=C(Cc1cccc(F)c1)NCC(=O)N1CC=C(c2c[nH]c3ncccc23)CC1,MVJRPLRVGMQACD-UHFFFAOYSA-N,1.83,0.20833333,5.22,5.444295107453193,False,False,False
OADMET-0003477,Cc1ccc(NC(=O)C2CCCN(C(=O)C3(c4cccc(C(F)(F)F)c4)CC3)C2)nc1,QGOIKUNMZODDJF-UHFFFAOYSA-N,5.9,0.2777778,4.9,5.5010965870625155,False,False,False
OADMET-0003476,COc1ccccc1-c1nn(C)cc1C(=O)N[C@@H](C)c1ccc(-n2cccn2)c(F)c1,UJVFHANKNIKYOA-HNNXBMFYSA-N,4.79,0.2580645,5.22,5.343448028447063,False,False,False
OADMET-0003475,Cc1ccc(CNc2nc3ccccc3n2C(C)C)nc1,MPHVZCIVRGMVML-UHFFFAOYSA-N,4.9,0.23376623,5.67,5.293908733064647,False,False,False
OADMET-0003474,CN(C)S(=O)(=O)c1ccccc1CNC(=O)N1CC(C)(C)C1c1ccccc1,UAZXYQOFROGJMV-UHFFFAOYSA-N,5.89,0.22535211,4.5,4.888975589788508,False,False,False
OADMET-0003473,CSc1ccnc(N2CCCC(C)(CNC(=O)C3(C)CCC3)C2)n1,CDDVRKGSDOULHP-UHFFFAOYSA-N,5.98,0.20779221,4.925,5.579935397957593,False,False,False
OADMET-0003472,CCOc1ccc(NS(=O)(=O)c2ccc(C)cc2C)cc1OCC,LGBXJZIKTPOPEY-UHFFFAOYSA-N,6.015000000000001,0.25373134,6.16,6.027641026909799,False,False,False
OADMET-0003471,Cc1cc(NC(=O)CCc2c[nH]nn2)cnc1N1CCCCC1C,BAJXDLICMYECHQ-UHFFFAOYSA-N,5.4,0.23076923,5.16,5.459551520748343,False,False,False
OADMET-0003470,Cc1ccc(-n2nc(C)cc2NC(=O)CN2CCOCC3(CCCC3)C2)cc1,KIPTXGMDZYFCAW-UHFFFAOYSA-N,5.82,0.20512821,5.16,5.231902238774363,False,False,False
OADMET-0003469,CCCC(C)c1cc(NS(=O)(=O)c2ccc(OC)cc2CC(=O)OC)[nH]n1,SFVAJZNHWMWNES-UHFFFAOYSA-N,4.82,0.2783505,5.6,5.669450804729135,False,False,False
OADMET-0003468,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1cc(C#N)c(SC)[nH]c1=O,HNKOKBQBKCSKBS-INIZCTEOSA-N,1.85,0.26732674,5.36,5.435076450588647,False,False,False
OADMET-0003467,CC(C)N(C)c1ccccc1NS(=O)(=O)c1cnn(C2CCC2)c1,YXWUJBCMCDTVMO-UHFFFAOYSA-N,6.494999999999999,0.18666667,6.05,5.318435637936515,False,False,False
OADMET-0003466,CC1CN(C(=O)NCC2CCOc3ccccc32)Cc2ccccc2O1,MJBFYSJSWHNXSF-UHFFFAOYSA-N,5.3,0.22093023,4.89,4.69630498118838,False,False,False
OADMET-0003465,Cc1nc(C(=O)NC(C)C(C)(C)c2ccccc2)nn1-c1nnc(C(F)(F)F)[nH]1,XTRQMAFTDRAXNQ-UHFFFAOYSA-N,5.54,0.25,4.5,5.265145838214903,False,False,False
OADMET-0003464,COc1ccc(C(NC(=O)N2Cc3ccccc3C2)C2CC2)cn1,SMYRNXHNILLCCO-UHFFFAOYSA-N,5.16,0.33333334,5.72,5.4033099961040465,False,True,False
OADMET-0003463,C[C@H]1C[C@H](NC(=O)C2(c3ccc(F)cc3F)CCC2)c2ccsc2S1(=O)=O,DOIZBBKIUFPCMV-ZBEGNZNMSA-N,5.14,0.2037037,4.78,5.0878119039690315,False,False,False
OADMET-0003462,CCC1CCc2nc(NC(=O)c3c(C)nn(C)c3-n3cccn3)sc2C1,UVSGZYBPFLKLFY-UHFFFAOYSA-N,4.92,0.1904762,5.16,5.129351515848641,False,False,False
OADMET-0003461,CNC(=O)CCOc1ccc(Nc2ncnc3ccsc23)cc1,LRAOYAYTOJSHKL-UHFFFAOYSA-N,1.76,0.1891892,4.925,5.2466195920283765,False,False,False
OADMET-0003460,CN(C)C(=O)[C@@H]1CCCN1c1nc(-c2ccccc2C(F)(F)F)cs1,HCERZQWQSYZVFX-AWEZNQCLSA-N,5.555,0.21333334,4.5,5.3351701184636475,False,False,False
OADMET-0003459,Cc1cc(C)cc(-c2nnc(NC(=O)N3CCNC(=O)C3C(C)C)s2)c1,BNDHPGLLUOUXFJ-UHFFFAOYSA-N,5.04,0.22058824,5.13,5.3157540723158965,False,False,False
OADMET-0003458,Cc1nc(NCc2ccc(N3CCOC(C)C3)nc2)c2c(C)csc2n1,AAPZXDGLCMYGEG-UHFFFAOYSA-N,2.05,0.21052632,5.235,5.036838331271865,False,False,False
OADMET-0003457,CCn1ncc2c(=O)n(CC3CCC(c4ccccc4)CC3)cnc21,LCRMGOKGLDCROM-UHFFFAOYSA-N,5.25,0.19178082,4.5,4.892383365427695,False,False,False
OADMET-0003456,Cc1cc(C(=O)NCc2cccc(-c3cccnc3)c2)n(C)n1,WTIUJIWYBVLQJO-UHFFFAOYSA-N,1.79,0.21686748,4.89,5.195473105904412,False,False,False
OADMET-0003455,O=C(NCc1ncc[nH]1)C1(c2cccc(Br)c2)CCCCC1,CZLFFZKXLMZRHB-UHFFFAOYSA-N,5.47,0.2027027,4.925,5.2716522346141135,False,False,False
OADMET-0003454,Cn1cc(-c2ccc(C(=O)N3CCCC(n4ccnn4)CC3)o2)cn1,YMCUBCOVRKYZEW-UHFFFAOYSA-N,1.78,0.2244898,5.48,5.002560415171909,False,False,False
OADMET-0003453,O=C(NCc1ccc2occc2c1)NC1CCCc2cn(C3CCCC3)nc21,JNKGLLRFVIVVLH-UHFFFAOYSA-N,5.28,0.19387755,5.22,5.082849389754053,False,False,False
OADMET-0003452,CC(C)c1[nH]ccc1C(=O)NC1COc2c1ccc(Cl)c2Cl,URTKWFRBZMTOMG-UHFFFAOYSA-N,5.67,0.22891566,4.89,5.2164548350192685,False,False,False
OADMET-0003451,COC1(C(=O)NC2CCN(c3ccccc3OC(F)F)C2)CCCCC1,XNCCENSBYIOVGK-UHFFFAOYSA-N,5.66,0.3432836,5.6,6.013399802640553,False,True,False
OADMET-0003450,Cc1ccc(F)c2c1CCCN2C(=O)c1nc(-c2cnn(C)c2)oc1C,CJFRLVSASAMBRI-UHFFFAOYSA-N,5.28,0.21212122,5.24,5.253117114818339,False,False,False
OADMET-0003449,CC(C)(C)c1ncc(C(=O)NCC(C)(O)c2ccc(F)cc2F)cn1,VOZKHMHFIXZZQF-UHFFFAOYSA-N,5.57,0.28,5.7,5.592462186181705,False,False,False
OADMET-0003448,O=C(NCc1cccc(CO)c1)N1CCCC1Cc1ccc(F)cc1,VQFKXIXXWKFPFJ-UHFFFAOYSA-N,5.01,0.22988506,5.74,5.333473691327889,False,False,False
OADMET-0003447,CCCOc1cn(-c2ccccc2)nc1C(=O)NC1CCCN(S(C)(=O)=O)C1,WPCSTGZLOBBCIC-UHFFFAOYSA-N,5.49,0.21052632,5.89,5.079387871240854,False,False,False
OADMET-0003446,Cc1csc(C(C)(C)NC(=O)c2cc3c(C)c(C)ccc3[nH]2)n1,WDXHGUYZWPUCKF-UHFFFAOYSA-N,5.35,0.22857143,5.0,5.270547165078934,False,False,False
OADMET-0003445,CC(C)C(Cc1ccc(F)cc1)N(C)C(=O)Cc1ncccc1F,QDZBMVBOZQYTIX-UHFFFAOYSA-N,5.21,0.26923078,5.22,5.482690463497282,False,False,False
OADMET-0003444,Cc1c[nH]c(-c2ccccc2NC(=O)c2cc(C(N)=O)co2)n1,NCTLRULTXWYPMC-UHFFFAOYSA-N,2.55,0.27118644,4.55,4.880875770632613,False,False,False
OADMET-0003443,O=C(c1ccc(-n2cnc3ccccc32)cc1)N1CCCC(OCCO)C1,GNCLXGHVTLIWEZ-UHFFFAOYSA-N,2.49,0.1875,5.89,5.239069814052799,False,False,False
OADMET-0003442,Cc1cccc(S(=O)(=O)N2CC(c3ccccc3)OCC2(C)C)c1C#N,OOGLWWUFNCINGL-UHFFFAOYSA-N,6.325,0.20481928,5.72,5.853340038329292,False,False,False
OADMET-0003441,COc1ccc(CNC(=O)N2CC3(CC=CC3)C2C(C)C)cc1OC(F)F,NHGQLNVVVOVPGH-UHFFFAOYSA-N,5.75,0.29577464,5.6,5.258132896978642,False,False,False
OADMET-0003440,O=C(NC(Cc1ccccc1)c1ncco1)N[C@H]1CCC[C@@H](C2CC2)C1,SNUBXADCEKLBES-YTYFACEESA-N,5.49,0.2159091,4.89,4.947028115904927,False,False,False
OADMET-0003439,Cc1cc(Cl)cc(C(=O)N(C(C)CS(C)(=O)=O)C2CC2)c1,IRBYCOHJVVPOLK-UHFFFAOYSA-N,5.33,0.27118644,5.13,5.004525488673687,False,False,False
OADMET-0003438,Cc1cccc(Cl)c1S(=O)(=O)Nc1cc2n(n1)CCCC2,IQAHQNXPPGWENP-UHFFFAOYSA-N,6.0,0.24,6.1,6.18092727993827,False,False,False
OADMET-0003437,CN(C)S(=O)(=O)c1ccc(C(=O)N2CCCc3ccccc3CC2)cn1,HJCQZTNXVRKVBU-UHFFFAOYSA-N,5.955,0.24675325,5.025,5.840405586105673,False,False,False
OADMET-0003436,Cc1cccc2c1N(C(=O)CCc1nc(C3CCCC3)no1)CCC2,UPXGGHRKRPLSDF-UHFFFAOYSA-N,5.859999999999999,0.2888889,4.3,5.394238023184647,False,False,False
OADMET-0003435,CC(C)C1CCc2ccccc2N1C(=O)c1csc(-c2cnn(C)c2)n1,LKTDMFRMVOXKKC-UHFFFAOYSA-N,5.56,0.19753087,5.15,5.402781566121964,False,False,False
OADMET-0003434,CC1CCCN(c2cc(C(=O)N3CCCc4cc(C#N)ccc43)ccn2)C1,GRKPFKAUTXSZGC-UHFFFAOYSA-N,6.01,0.20481928,7.6,6.010266698182792,False,False,False
OADMET-0003433,CCN1c2ccccc2N(CC(=O)N2CCCc3ccccc32)S1(=O)=O,DUTUEFFLBQSBRW-UHFFFAOYSA-N,5.83,0.20895523,4.5,5.363575214237693,False,False,False
OADMET-0003432,CC(CS(C)(=O)=O)c1nc(C2(c3cccc(Cl)c3)CCC2)no1,HBUAMZSBWWVKED-UHFFFAOYSA-N,5.48,0.24719101,5.52,5.892521157516302,False,False,False
OADMET-0003431,CCc1ccc(NC(=O)N2CC(COC)(C3CCC3)C2)cc1F,BJZXTDVCVLILQJ-UHFFFAOYSA-N,5.7,0.21917808,5.16,5.580208709159731,False,False,False
OADMET-0003430,COc1nn(C)cc1NC(=O)N1CC(Cc2ccccc2Br)C1,QRKNEGILCRXQDE-UHFFFAOYSA-N,3.79,0.20408164,5.36,5.276855810788447,False,False,False
OADMET-0003429,Cc1ccc(C2(NC(=O)c3ccc(F)c(S(C)(=O)=O)c3)CCC2)cc1,UMRGXJHTPZUQPM-UHFFFAOYSA-N,5.31,0.27906978,5.8,6.1347292330279934,False,False,False
OADMET-0003428,COc1ccc(C2(c3noc(CC4CCOCC4)n3)CCCC2)cc1OC,SUMORXNSUMGBLX-UHFFFAOYSA-N,5.09,0.24358974,5.0,5.534351213344078,False,False,False
OADMET-0003427,O=S(=O)(c1ccccn1)N1CC2(CCCCC2)C1c1ccccc1,GDVUUNQULOEKFR-UHFFFAOYSA-N,5.34,0.20547946,6.11,5.7522731693202775,False,False,False
OADMET-0003426,CC1(C)C(CNC(=O)NCc2cccc3ccsc23)C1(F)F,NHRIDECXOSPLOY-UHFFFAOYSA-N,5.49,0.1744186,6.28,5.85017872904313,False,False,False
OADMET-0003425,CN1CCCN(S(=O)(=O)c2cccc(NCc3cc(F)cc(C(F)(F)F)c3)c2)CC1,LKGSYBQTYLCCQP-UHFFFAOYSA-N,5.59,0.25641027,7.75,7.400043776793833,False,False,False
OADMET-0003424,COC(=O)c1sccc1C(=O)N1CC(c2ccccc2)(C(C)C)C1,QXDPSJGGLMPYEN-UHFFFAOYSA-N,5.69,0.24242425,5.6,5.135944176816654,False,False,False
OADMET-0003423,c1ccc(COc2cccc(CNc3ncnc4sccc34)c2)nc1,PETCYDQNHWMCQW-UHFFFAOYSA-N,3.0,0.2159091,5.235,5.0758883117851195,False,False,False
OADMET-0003422,Cc1ccoc1C(=O)N1CCCCC1c1nc(-c2ccccc2)c[nH]1,DLRFNZBVVYAGCE-UHFFFAOYSA-N,5.53,0.25531915,5.48,5.242058097706667,False,False,False
OADMET-0003421,COc1cncc(N2CCN(C(=O)c3c(OC)cnc4ccccc34)CC2)c1,WJLPUGMLNPRRMM-UHFFFAOYSA-N,3.38,0.22666667,5.6,5.486427049821457,False,False,False
OADMET-0003420,CC1(C)CC(NC(=O)Nc2ccn(CC(F)(F)F)n2)c2ccccc21,JQXBWGKXKGRNEM-UHFFFAOYSA-N,5.3,0.20547946,5.6,6.222692464042426,False,False,False
OADMET-0003419,CCOC(CS(=O)(=O)N1CCCN(c2ccc(F)c(F)c2)CC1)C1CC1,ZRPRENNLQPUIDE-UHFFFAOYSA-N,5.68,0.19387755,4.95,6.4682100902784745,False,False,False
OADMET-0003418,Cc1nn(C(C)(C)C)cc1C(C)NC(=O)N1CCOc2cccc(F)c2C1,KUUWYEPQQQTPPJ-UHFFFAOYSA-N,5.44,0.24242425,5.24,5.589778796630431,False,False,False
OADMET-0003417,CC(C)(C)c1ccc(S(=O)(=O)N2CC(O)Cc3ccccc32)s1,ACFHZNABOQWISD-UHFFFAOYSA-N,5.87,0.2625,6.545,6.61450060130639,False,False,False
OADMET-0003416,O=C(c1ccccc1)N1CCC(Nc2cc(C(F)(F)F)nc3ncnn23)CC1,XANKTPPTTNSUDN-UHFFFAOYSA-N,4.81,0.21100917,5.89,5.0522881118923575,False,False,False
OADMET-0003415,Cc1cc(C(C)C)nc(N2CCN(C(C)c3nc(C4CC4)no3)CC2)n1,MQFIOQIKCJYFPV-UHFFFAOYSA-N,5.89,0.2247191,4.3,5.238183131930682,False,False,False
OADMET-0003414,CC(C)C1CCc2ccccc2N1C(=O)Cn1ncc(=O)c2ccccc21,QWFQNYHSELKKOS-UHFFFAOYSA-N,6.845,0.20987654,4.85,5.336955530391864,False,False,False
OADMET-0003413,O=C(NCCc1ccccc1OC(F)F)N1CCOCC(C2CCC2)C1,UWTYAVHPESHLAS-UHFFFAOYSA-N,5.54,0.2777778,5.6,5.480002267330134,False,False,False
OADMET-0003412,Cn1ncc(C(=O)N(Cc2ccccc2)C2CCCC2(C)C)c1C#N,BHMFLVADTXLBOP-UHFFFAOYSA-N,5.975,0.2739726,4.5,5.009652326926307,False,False,False
OADMET-0003411,C[C@@H](NC(=O)NC(C1CC1)C1CCCCO1)c1ccc(-n2cccn2)c(F)c1,ZHBGIHURHYFMBX-WPUWVODUSA-N,5.8,0.22580644,5.22,5.881169081470655,False,False,False
