pool_idx,compound_id,molecule_name,smiles,pec50,source,true_bin,no_htchem_pred,htchem_w0p1_pred,htchem_w0p3_pred,htchem_w0p5_pred,htchem_w1p0_pred
2198,2199,OADMET-0003168,COCCOc1ccccc1N1CCN(C(=O)c2cc3c(C)nn(-c4ccccc4)c3s2)CC1,5.08,train,5to6,4.932030820350217,4.882701749228709,5.035801648935712,5.055171645643776,5.055722492311812
2199,2200,OADMET-0003167,COC(=O)[C@]12CCC[C@H]1N(C(=O)c1cc(C(O)C(F)(F)F)ccn1)CCC2,5.63,train,5to6,5.018199556335387,5.074662809437472,5.076373821573139,5.038469273226615,5.048712772153291
2200,2201,OADMET-0003166,CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)NCc3cc4n(n3)CCCO4)cc2)cc1,5.77,train,5to6,4.873549514412245,4.8916511103606055,4.9226026911072,4.867443776895713,5.121174791363094
2201,2202,OADMET-0003165,CC(C)(C)NS(=O)(=O)c1ccc(Cl)c(C(=O)NCCc2nc3ccccc3s2)c1,5.74,train,5to6,5.0998071117418515,5.26632944882245,5.3066482595531514,5.356576845929123,5.441862295139739
2202,2203,OADMET-0003164,O=C(Nc1cnc2cccnn12)c1cc(C2CC2)nc2ccc(F)cc12,4.92,train,4to5,4.522930677874193,4.453381213703445,4.485881790639644,4.543816716325175,4.499302880042842
2203,2204,OADMET-0003163,Cc1cc(Br)cc(S(=O)(=O)Nc2cccc3cc[nH]c23)c1,5.3,train,5to6,5.379838428196075,5.425944118199157,5.303229806503258,5.285769790497672,5.322592440937262
2204,2205,OADMET-0003162,Cc1nc(NC(=O)C2CN(C)CCO2)sc1Cc1ccc(F)cc1F,5.55,train,5to6,4.808244527976094,4.828878006302858,4.893921743413179,4.723356445983622,4.739011696132067
2205,2206,OADMET-0003161,O=S(=O)(Nc1cnc(C2CC2)nc1)c1c[nH]c2ccccc12,5.15,train,5to6,4.912710448982888,4.825660182645691,4.885594975274341,4.871505694442679,4.810136959694079
2206,2207,OADMET-0003160,COc1cc(CNS(=O)(=O)c2ccc(-c3ccc(NC(C)=O)cc3)cc2)ccn1,3.89,train,3to4,4.663107094190845,4.700551189308804,4.7918941557535835,4.84531783579706,4.923595567442245
2207,2208,OADMET-0003159,O=C(Nc1cnc(C2CC2)nc1)N1CC2(CCC2)C1c1ccccc1,5.1,train,5to6,5.353626606570684,5.365604488984988,5.348937304396794,5.325511214170355,5.358527383456847
2208,2209,OADMET-0003158,O=C1CC2CCCC(CN1)N2C(=O)c1ccc(-c2ccccc2C(F)(F)F)o1,6.39,train,gte6,5.00815112006203,4.954855109870184,5.059296838493693,5.043735146548144,5.231703694057477
2209,2210,OADMET-0003157,Cc1n[nH]c2ccc(C(=O)NCC3(Cc4ccc(F)cc4)CCCC3O)cc12,3.03,train,3to4,4.836683727667806,4.664135670658825,4.664449004968434,4.784436429409879,4.8882436983982585
2210,2211,OADMET-0003156,CC(C)(C)C1(CNC(=O)c2cccc(Br)c2Cl)CCNC1,5.015000000000001,train,5to6,5.036807229146356,5.091665341298062,5.178295500346738,5.173051144316924,5.247337019111083
2211,2212,OADMET-0003155,Cc1cc(C)cc(-n2nc(C(=O)NC(C)(C)CN3CCOCC3)cc2C)c1,5.75,train,5to6,4.864826877920579,4.529276296149419,4.407861377100285,4.337303021352816,4.619499581070124
2212,2213,OADMET-0003154,CC(C)CCN(Cc1ccc(Cl)c(Cl)c1)C(=O)c1csc(-c2nnc[nH]2)n1,5.6,train,5to6,4.855611888595332,4.68593535312534,4.627511724767878,4.778788614916643,4.506912215946561
2213,2214,OADMET-0003153,CC(C)C1CN(C(=O)c2ccc(C#N)s2)c2ccccc2N1,5.52,train,5to6,5.139170742148572,5.080723035509786,5.0932615110179995,5.006659029731638,5.136277360630914
2214,2215,OADMET-0003152,Cc1cnc(C(=O)NC2CCc3ccccc3-n3ccnc32)c(C)c1,5.29,train,5to6,5.262235765931702,5.054645995328386,5.292301969835174,5.285824247071668,5.172492343907681
2215,2216,OADMET-0003151,CCc1cnc(NC(=O)N2CCc3cc(OC)c(OC)cc3C2)s1,5.63,train,5to6,4.598680216029994,4.375129054094429,4.53327942025618,4.508026940644471,4.494825299543243
2216,2217,OADMET-0003150,Cn1cc(C(=O)NCCc2ccc3ccccc3n2)c(-c2cc(F)ccc2F)n1,4.86,train,4to5,4.873015216548278,4.867057277151334,4.9118753862510784,4.877132669646809,4.923369430374913
2217,2218,OADMET-0003149,Cc1cc(-c2noc(C3CCCN3S(=O)(=O)c3cccs3)n2)ccc1O,5.74,train,5to6,4.785881473970128,4.756155576046587,4.742596256157452,4.905664330038309,4.887636774755932
2218,2219,OADMET-0003148,COCCN(C(=O)C1CCC1c1ccc(F)cc1)C1CCCc2cccnc21,5.66,train,5to6,5.144655581517991,5.179378004626999,5.289447427916055,5.2916162229506485,5.218971033702182
2219,2220,OADMET-0003147,Cc1c[nH]c2nccc(-c3ccc4c(c3)C(=O)NCCO4)c12,1.74,train,lt3,3.595406499790562,3.55600971488409,3.6751276609456003,3.6612341668377524,3.5433032993731524
2220,2221,OADMET-0003146,O=C1NCc2c(NCc3ccc(C4CCCC4)cc3)cccc21,3.64,train,3to4,5.174448486467819,5.1187479970697165,5.1045260989013,5.082338946123265,5.1509728618240285
2221,2222,OADMET-0003145,CCc1c[nH]c2ncnc(N3CCc4c(CC(N)=O)cccc4C3)c12,3.29,train,3to4,4.348638538013897,4.1056614159216505,4.308581913947601,4.186371078525629,4.12844669428971
2222,2223,OADMET-0003144,COc1ccc2c(c1)CCCC2Cn1c(=O)[nH]c2cccnc2c1=O,5.11,train,5to6,4.644306403806149,4.664449146365827,4.766956764500646,4.6648663837095,4.6332412105089515
2223,2224,OADMET-0003143,CC(CNC(=O)c1ccccc1Cn1cc(-c2cccc(Cl)c2)nn1)C(=O)OC(C)(C)C,5.68,train,5to6,5.445221823246655,5.457867298624547,5.571428022801048,5.44279461658287,5.562285724078464
2224,2225,OADMET-0003142,Brc1ccccc1C1CCCN1c1ncnc2[nH]ncc12,5.66,train,5to6,4.5717352095298756,4.300180224988231,4.159023869812314,3.963146283505401,4.46474310022639
2225,2226,OADMET-0003141,COC1(CNC(=O)c2nnc(C(C)(C)C)o2)CCCCCC1,5.69,train,5to6,5.468750279598839,5.373293847435966,5.2848774653030075,5.290314878960427,5.428853070377905
2226,2227,OADMET-0003140,NC(=O)c1ccccc1Oc1ccc(NC(=O)c2ccc3nc(C(F)(F)F)cn3c2)cc1,1.84,train,lt3,4.315530389481701,4.11322873399749,4.18670367281422,4.183669936068554,4.433500418896663
2227,2228,OADMET-0003139,O=C(C1CCCc2cccnc21)N1CC(O)(c2ccc(Br)cc2)C1,5.25,train,5to6,5.025575639829421,5.134790875758775,5.191921813588091,5.071026101426312,5.077651661794564
2228,2229,OADMET-0003138,Cn1ccc2c(C(=O)NCC3CSCCN3C(=O)c3cccc4c3ccn4C)cccc21,5.47,train,5to6,4.93029751544086,4.95078527509565,4.852571976672365,5.016456428821184,5.069474366798359
2229,2230,OADMET-0003137,CC(C)(C)c1nn(CC(=O)N2CCCC2c2ccccc2)c(=O)o1,5.28,train,5to6,4.976025982894418,5.014888480290055,5.100751213562468,5.138154682528798,5.156991144171604
2230,2231,OADMET-0003136,CCN(Cc1ccccc1Cl)C(=O)c1ccccc1OCC(=O)N(C)C,5.12,train,5to6,5.068096029085356,5.01742322665315,5.041911695556289,5.072672582896993,5.009824881900081
2231,2232,OADMET-0003135,COc1ccccc1CC(C)(C)NS(=O)(=O)c1cnc(N)c(C)c1,5.54,train,5to6,5.026636718711818,5.084788719535355,5.159363203695894,5.1956828723950395,5.3241549701539785
2232,2233,OADMET-0003134,Cn1cnc2cc(C(=O)Nc3cnn(-c4ccccc4)c3)ccc21,5.09,train,5to6,4.008962136855084,3.8286333519439717,4.048233725959246,3.8676637215528222,3.9179982006749277
2233,2234,OADMET-0003133,CCc1nnnn1-c1ccccc1NC(=O)c1ccc2c(C)nn(-c3ccccc3)c2n1,6.22,train,gte6,4.721198611532594,4.648857611703413,4.516300470810478,4.471060755368574,4.478718992843954
2234,2235,OADMET-0003132,COc1ccc(OC)c(C2CCCN2c2nc(C)cc(C#N)n2)c1,4.62,train,4to5,5.369127737812408,5.275374527366037,5.250270835217043,5.256073798533494,5.262515412732742
2235,2236,OADMET-0003131,Cc1nnc(-c2cccc(-c3noc(C4CC(=O)N(c5ccc6c(c5)CCC6)C4)n3)c2)[nH]1,5.11,train,5to6,4.636656054030623,4.524978263930486,4.500979423655295,4.373485389296766,4.262872059544837
2236,2237,OADMET-0003130,CCc1nc(S(=O)(=O)N(CC#N)c2ccc(F)cc2C)cn1CC1CC1,5.56,train,5to6,5.3413295891762305,5.112955388089562,5.254907646988354,5.1456884767017215,5.270149033657348
2237,2238,OADMET-0003129,Cc1n[nH]c2ccc(-c3ccc(N4CCC(C(N)=O)CC4)nc3)cc12,2.87,train,lt3,3.237614026076963,3.2855410417316255,3.207210113484061,3.3042639632225117,3.1303191595701145
2238,2239,OADMET-0003128,CSc1[nH]c(=O)c(C(=O)N2Cc3ccccc3OCC2C)cc1C#N,4.859999999999999,train,4to5,4.822241737381983,4.865060420488749,4.835549216843905,4.915938055249473,4.934630184578078
2239,2240,OADMET-0003127,O=S(=O)(c1cccc(NCc2ccco2)n1)N1CCCC2CC21,5.44,train,5to6,5.15598398246251,5.261187565897385,5.205262405225396,5.157722160194662,5.230836640442768
2240,2241,OADMET-0003126,COc1ccc(C(NC(=O)N2CCC3(C2)C(=O)Nc2ccccc23)c2ccc(C)cc2)cc1,5.2,train,5to6,4.68196586098434,4.564318874984061,4.579154839015703,4.893662307329782,4.698398986304133
2241,2242,OADMET-0003125,COc1cc(NC(=O)C(C)c2c(F)cccc2F)cnc1OC,4.91,train,4to5,4.904670177583529,4.969460057572,4.847140814756688,4.840996531646167,4.739889148729335
2242,2243,OADMET-0003124,O=C(N[C@]12CC[C@H](C[C@@H]1n1cc(-c3ccc4c(c3)CCC4)nn1)C2)c1cnc2cn[nH]c2c1,5.99,train,5to6,4.689212106571508,4.640617807756489,4.318821489124685,4.523335584614581,4.760467780893617
2243,2244,OADMET-0003123,CCC(Oc1ccccc1C)C(=O)N1CCC(c2ncccn2)C1,5.17,train,5to6,5.029078394889375,5.065510770976467,5.006254546536825,5.0717581260213445,5.038476804590867
2244,2245,OADMET-0003122,COc1cc(OC)cc(C(=O)N(C)Cc2cccc(C)c2)c1,5.37,train,5to6,4.912121298188332,4.875675928587595,4.879264248833232,4.844884962013203,4.874193300505184
2245,2246,OADMET-0003121,CN(C)Cc1cc(C(=O)NC(CC2CC2)c2cc(F)cc(Br)c2)no1,5.43,train,5to6,4.49943752012183,4.4893464350409795,4.565205954404804,4.688633167669386,4.511263737995728
2246,2247,OADMET-0003120,O=C1CCCN1Cc1ccccc1NCc1cnc(-c2ccsc2)s1,5.37,train,5to6,5.402884994993152,5.401419284428028,5.3087847767060055,5.242553213468774,5.287391399343729
2247,2248,OADMET-0003119,CCOc1ccccc1CCC(=O)N1CCN(c2ccc(C(N)=O)cc2)CC1,5.17,train,5to6,3.904896235732266,3.852644670175663,3.902958418694588,4.016733319300901,4.065272094531567
2248,2249,OADMET-0003118,COc1cc(OC)c(S(=O)(=O)n2nc(C)cc2C)cc1S(=O)(=O)n1nc(C)cc1C,6.3100000000000005,train,gte6,4.558205261709646,4.645447119806956,4.600618734695571,4.464938435200905,4.3467320099498075
2249,2250,OADMET-0003117,COc1ccc(C)cc1S(=O)(=O)Nc1cc(Cl)cc(Cl)c1,5.08,train,5to6,5.269130189837996,5.324908947008799,5.31390817590483,5.303279590324551,5.271855327739866
2250,2251,OADMET-0003116,CC(=O)Nc1ccc(NS(=O)(=O)c2ccc(Cl)c3ccccc23)cc1,5.19,train,5to6,4.751167009614085,4.865580985201688,5.009939334641124,5.001379474709754,5.039377642552277
2251,2252,OADMET-0003114,CN1C(=O)C(C)(C)COc2ccc(NC(=O)Cc3ccsc3)cc21,5.13,train,5to6,4.876806648254396,4.98966823247246,4.934380506181243,4.713057060962814,4.914046835673846
2252,2253,OADMET-0003113,Cc1cc(SCC(=O)Nc2ccc(N(C)C)cc2)nc2ccccc12,5.62,train,5to6,4.709903110690598,4.820494172704425,4.79871517393507,4.81841466472602,4.804011079336031
2253,2254,OADMET-0003112,O=S(=O)(c1cncc(F)c1)N1CC(c2ccccc2)C2(CCC2)C1,5.54,train,5to6,5.277018372415908,5.331855152997285,5.353619511808242,5.350731455658609,5.392179310025834
2254,2255,OADMET-0003111,N#Cc1cc(C(=O)N[C@H]2CC[C@H]2c2ccccc2)cnc1C(F)(F)F,5.71,train,5to6,5.222696638849058,5.152398472516451,5.143798082355805,5.1273658538931794,5.206170119937019
2255,2256,OADMET-0003110,O=C(NCc1ccc(O)c(Cl)c1)C1(c2ccccc2)CCCO1,5.45,train,5to6,4.913625391846475,4.953656439618846,4.863194072553798,4.86712859148648,4.839363443799599
2256,2257,OADMET-0003109,O=C(NCC1(Cc2ccccc2)CCC1)c1cccc2cn[nH]c12,5.64,train,5to6,5.006092600765334,4.9721121908018855,4.861777611092039,4.8427219554979,4.879164978758476
2257,2258,OADMET-0003108,CC1(c2ccccc2C(=O)N2CCOC3(CCS(=O)(=O)C3)C2)CC1,5.15,train,5to6,4.420087953887253,4.349259090064451,4.4149489357474,4.462292014297655,4.268284884655432
2258,2259,OADMET-0003107,COC(=O)c1cnn(C)c1NC(=O)C(=O)NC1(Cc2ccc(Cl)cc2Cl)CCC1,5.48,train,5to6,5.1650551549260255,5.129675129959146,5.252978617855759,5.212879518778661,5.2059686821154685
2259,2260,OADMET-0003106,CC1(C)CC(NC(=O)c2ncoc2-c2ccc3c(c2)OCCO3)c2ccc(F)cc2O1,5.43,train,5to6,4.919542063828948,5.086467154701869,4.957326558420689,5.008950844069922,5.055989433275887
2260,2261,OADMET-0003105,O=S(=O)(c1ccc(CNC2(Cc3ccc(F)cc3)CCOCC2)o1)N1CCCC1,5.5,train,5to6,5.016949155257312,5.11397655960677,5.0694758077319575,5.085312809387205,5.073970304061104
2261,2262,OADMET-0003104,CCc1cccnc1C(=O)NCc1cc2ccccc2n(C)c1=O,5.46,train,5to6,4.651952628033807,4.621190207999811,4.571430566876057,4.576311319829748,4.714031106458698
2262,2263,OADMET-0003103,O=C(NCC1(Cc2ccccc2)CCCCC1)C1CCCc2[nH]nnc21,5.22,train,5to6,5.015097992014493,4.953165944898891,4.9220155348479535,5.000664637334172,4.808272126109787
2263,2264,OADMET-0003102,CC(C)c1c(C(=O)N[C@@H]2C=C[C@H](CO)C2)cnn1-c1ccccc1Cl,5.82,train,5to6,5.0854411898884475,5.04199607337233,5.061157895097348,5.138500575148093,4.963066447201661
2264,2265,OADMET-0003101,Cc1cccc2oc(C(=O)N3Cc4cnn(C)c4CC(C)(C)C3)cc12,5.61,train,5to6,4.711435697145691,4.867774691764138,4.769442277998531,4.767620039835747,4.826736543015015
2265,2266,OADMET-0003100,CCc1ncnc(NC(c2ccc(OC)cc2)c2nccn2C)c1F,4.99,train,4to5,3.96799193906391,3.9227351711034406,4.027735935264402,3.957968151251926,3.7963374875447577
2266,2267,OADMET-0003099,CC(C)C(=O)Nc1nc(CC(=O)N2CCCN(C)c3cc(F)ccc32)cs1,5.7,train,5to6,5.212295687008011,5.214491280063272,5.2221618485266745,5.175057469015024,5.2143191273016765
2267,2268,OADMET-0003098,CCC1(CC)CNC(=O)C1NC(=O)CCOc1ccccc1F,5.14,train,5to6,4.632839296937816,4.58367607947237,4.62088517415428,4.629937301622644,4.464864240762743
2268,2269,OADMET-0003097,CCOc1ccc(OCC)c(S(=O)(=O)Nc2cc(Cl)ccc2OC)c1,5.9,train,5to6,5.336296897157059,5.256451412174246,5.272078764521385,5.182278799798983,5.291546163845736
2269,2270,OADMET-0003095,O=C(Nc1cc(C(=O)N2Cc3cccc(O)c3C2)ccn1)C1CC1,4.77,train,4to5,4.523994636908615,4.363388800117341,4.358541443772484,4.460723026016219,4.25631662053871
2270,2271,OADMET-0003094,COC(C)(C(=O)O)C(=O)Nc1ccc(Oc2ccc(C)c(C)c2)nc1,5.02,train,5to6,4.256487598609379,4.00891677238058,4.148047976200791,4.144085248934965,4.179217862078243
2271,2272,OADMET-0003093,O=C(NCCC1C(=O)Nc2ccccc21)c1cc2c(s1)CCCCC2,4.76,train,4to5,4.819963177649673,4.795846720878631,4.681670495418151,4.648138468623885,4.6209742526032285
2272,2273,OADMET-0003092,Cc1ccc(S(=O)(=O)NCCC(=O)N2CCNC(=O)C2)cc1C,3.69,train,3to4,4.335712802317827,4.2808988242433115,4.588618760304426,4.515314675749317,4.574957656811581
2273,2274,OADMET-0003090,CC(NC(=O)c1cnn(-c2ccccc2F)c1-n1cccc1)C(=O)NCc1ccco1,4.86,train,4to5,4.770532352983435,4.768497711843744,4.811980735916702,4.860620378164748,4.744157679260969
2274,2275,OADMET-0003089,O=C(Cn1c(=O)oc2ccc(F)cc21)N1CCC(C(=O)N2CCCC2)CC1,2.08,train,lt3,4.215045560641162,3.926275709335408,3.8929885078637256,4.194004748475483,4.127413231471326
2275,2276,OADMET-0003088,CC12CC(NC(=O)N1Cc1cccc(F)c1)c1ccccc1O2,6.14,train,gte6,4.766603195506261,4.8259397299554045,4.794825839655249,4.792793249149172,4.768475194997255
2276,2277,OADMET-0003087,Cc1ccc2nc(NC(=O)N3CCc4cn[nH]c4C3)sc2n1,3.13,train,3to4,3.9637605853197337,3.720230959737043,3.9995845124601743,3.9524456110088506,3.8576134527905834
2277,2278,OADMET-0003086,CCc1c(-c2ccncc2)n[nH]c1NC(=O)c1ccnn1C1CCC1,2.01,train,lt3,4.79765321065803,4.58082880288213,4.503562716183928,4.5034659096204885,4.777325380694162
2278,2279,OADMET-0003085,Cn1cnc2c1CCN(C(=O)c1nc(-c3cccs3)n(-c3ccccc3)n1)C2,4.21,train,4to5,4.521091992182863,4.435905893590719,4.385760454112455,4.4573572065138745,4.358445934367242
2279,2280,OADMET-0003084,Cc1ccc2c(c1)CN(C(=O)Nc1cc(C)n(C(C)C)n1)CCO2,5.42,train,5to6,4.8159217879784935,4.848500643157501,5.010974355137728,4.916934691799342,4.867844038697702
2280,2281,OADMET-0003083,Cc1ccc(-n2[nH]c(C(=O)NC(C)(C)C(C)(C)O)cc2=O)cc1,1.76,train,lt3,4.711220432910271,4.8728975173727616,4.792321098419007,4.7538533281457775,4.752346853254532
2281,2282,OADMET-0003082,c1cnc2ccc(CNc3ncnc4sccc34)cc2c1,1.77,train,lt3,4.38293273511069,4.396568109274727,4.467068509960306,4.1713084622305985,4.389140525511318
2282,2283,OADMET-0003081,Cc1cccc(-c2noc(C3CN(C)C(=O)c4ccccc43)n2)c1,5.59,train,5to6,4.755547648861914,4.733801790645507,4.770086454973031,4.68362440289076,4.820442380360881
2283,2284,OADMET-0003080,Cc1c(C(C)C)n[nH]c1NC(=O)C(C)(C)Nc1ccccc1,4.89,train,4to5,5.242503843714365,5.246561435129393,5.416491691494897,5.434963025180325,5.244649183909902
2284,2285,OADMET-0003079,Cc1ccc(C(=O)Nc2ccc(-c3nc4cc(F)ccc4s3)cc2C)nn1,2.88,train,lt3,4.747806078398208,4.6571450293106365,4.731359043804174,4.947104017596476,4.849257908809586
2285,2286,OADMET-0003078,CCOc1cccnc1N1CCN(c2nc(C)cc(C)n2)CC1,5.28,train,5to6,4.501124923999014,4.717342578230129,4.802039788217775,4.7637670287131035,4.736693846847803
2286,2287,OADMET-0003077,CC(C)C(NC(=O)c1cc(C(F)F)n(C)n1)c1nnc2ccccn12,4.32,train,4to5,4.642033869424521,4.423792103629726,4.505835841635396,4.539138944026327,4.4407193151058
2287,2288,OADMET-0003076,CCOC(=O)[C@H]1CCC[C@H]1NC(=O)c1n[nH]c2nc[nH]c(=O)c12,3.86,train,3to4,3.512096192908326,3.3527292994961826,3.4049235204378903,3.3131739227860026,3.665420782234793
2288,2289,OADMET-0003075,Nc1nccc(C2CCCN(C(=O)c3ccc(OC4CCCC4)nc3)C2)n1,4.99,train,4to5,4.197368280512476,4.227451535690057,4.140938498612177,4.208924470853124,4.18686117143774
2289,2290,OADMET-0003073,CC(CO)(CNc1ncnc2sccc12)Cc1cccs1,3.14,train,3to4,4.452182495683642,4.358272267464693,4.395954065829096,4.214805637730803,4.422447701366819
2290,2291,OADMET-0003071,c1cc(C2(c3noc(Cc4cnn5c4CCCC5)n3)CCC2)ccn1,5.59,train,5to6,4.660394699439673,4.621472682693698,4.674111461340359,4.768140929153735,4.648843788760184
2291,2292,OADMET-0003070,CN(C)c1cncc(-c2nc(C(C)(C)NC(=O)OC(C)(C)C)no2)c1,5.25,train,5to6,4.7421638378990245,4.717217225571186,4.846239675119084,4.774831414320447,4.802104701048415
2292,2293,OADMET-0003069,OCC(Nc1ncnc2c1oc1ccccc12)c1c(F)cccc1F,5.7,train,5to6,5.1030800060816865,5.0033333414631,5.0531841699636235,5.0795291174178505,5.1274648863167265
2293,2294,OADMET-0003068,O=C1CCCN1c1ccc(S(=O)(=O)Nc2cccc(O)c2)cc1,5.41,train,5to6,4.843080790305515,4.818269578222256,4.80842443676562,4.916828543838485,4.890363990773228
2294,2295,OADMET-0003067,CC(C)(C)OC(=O)NC(c1nc(Cc2cccnc2)no1)C1CCC1,5.21,train,5to6,5.205838568771062,5.150093585409367,5.141377665726634,5.145415922941542,5.2441238355561035
2295,2296,OADMET-0003066,CCCN1Cc2cccc(NS(=O)(=O)c3ccc(OC)c(F)c3C)c2C1,5.07,train,5to6,5.157927749411637,5.066617786780522,5.187439859011016,5.123386177698427,5.0429336956030975
2296,2297,OADMET-0003065,Cc1ccc(F)c(Br)c1C(=O)NCC(C)(C)C1CCOCC1,5.14,train,5to6,4.961375701643822,4.737883881225068,5.0510294503310345,4.963698536747395,4.996365223476095
2297,2298,OADMET-0003064,Cc1cc(F)ccc1[C@@H](C)NC(=O)c1ccc(C#N)n1C,5.32,train,5to6,4.829863752364123,4.908864457562021,4.757712396092148,4.828591822142142,4.844693258702064
2298,2299,OADMET-0003063,O=C(NCc1nnc(C2CC2)o1)c1noc2c1CCc1ccccc1-2,5.11,train,5to6,4.663127729044011,4.661225868340333,4.617520422643908,4.773548617457714,4.5745457748636404
2299,2300,OADMET-0003062,Cc1cnc(S(=O)(=O)Cc2cc(C(F)(F)F)nn2C)c(C)c1,4.84,train,4to5,5.024419422321794,5.171408269631481,5.155672967035783,5.166008052362147,5.018283919455731
2300,2301,OADMET-0003061,Cc1c(CN(C)C(=O)c2nn(-c3ccccc3)c3c2CCC3)cnn1C,4.94,train,4to5,5.029049279616741,5.112029623036454,5.182361040259668,5.0643046828200236,5.207460357427325
2301,2302,OADMET-0003060,CCc1ccc(NCc2nc(C)c(C)s2)cc1S(N)(=O)=O,5.45,train,5to6,4.671444409635696,4.736646751964961,4.803803146906495,4.6935845788654005,4.818005640948874
2302,2303,OADMET-0003059,Cc1ccc2[nH]c(C(=O)N3CCNC(=O)C3c3ccccc3F)cc2c1,5.17,train,5to6,4.325169638765584,4.347374691186715,4.192900799201989,4.021349066903189,4.294603856761171
2303,2304,OADMET-0003057,CC(C)c1nccc(N2CCN(c3cccc4[nH]c(=O)[nH]c34)CC2)n1,2.1,train,lt3,4.396541423843505,4.3843110207568925,4.545529159269537,4.552876030060577,4.581388533922323
2304,2305,OADMET-0003056,NC(=O)c1cccc(NC(=O)NCC2C3CC4CC(C3)CC2C4)c1,4.94,train,4to5,3.224541343498913,3.252181334132957,3.2359864518294144,3.3554045339903706,3.346662745276111
2305,2306,OADMET-0003055,Cc1cc(NS(=O)(=O)c2cc(F)ccc2OC(C)C)cnc1C,5.63,train,5to6,5.391388780820632,5.344597955068956,5.448037201621024,5.40619076998212,5.426919821978632
2306,2307,OADMET-0003054,O=c1[nH]c(-c2ccncn2)nc2sc(-c3ccccc3)cc12,3.63,train,3to4,4.54502230626314,4.445100797142733,4.549169560674719,4.623614405314922,4.472581476180441
2307,2308,OADMET-0003053,O=C(c1nc(-c2ccccc2)n(-c2ccccc2)n1)N1CC2CCC(O)C2C1,4.87,train,4to5,4.56434856117072,4.518532766209239,4.62829653090388,4.54609541735462,4.372867092451113
2308,2309,OADMET-0003052,CC(C)(NS(C)(=O)=O)c1cn(-c2cc(Cl)cc(Cl)c2)nn1,4.84,train,4to5,4.714123506636293,4.690817013211847,4.566088052499085,4.62720231604156,4.399343860725473
2309,2310,OADMET-0003051,COc1ccc(NC(=O)NC(C)c2cccc(C#N)c2)cc1S(=O)(=O)NC1CC1,5.21,train,5to6,4.90929141614565,4.924965325753111,4.940365501585215,4.894179559103607,4.964305532895537
2310,2311,OADMET-0003050,c1cc(N2CCCC2)ncc1-c1nc(-c2cn(C3CC3)nn2)cs1,3.8,train,3to4,4.224421727161307,4.187887640413382,4.203282953585932,4.322097281787403,4.2834310084851035
2311,2312,OADMET-0003049,COCc1nnc([C@]23CC[C@H]2CCN3C(=O)c2cc(O)c3ccsc3c2)o1,5.18,train,5to6,4.671428682554482,4.419081809503247,4.429327115966987,4.526628785220864,4.7027096801476365
2312,2313,OADMET-0003048,CNS(=O)(=O)c1cccc2c1CCN(C(=O)C1(c3ccccc3C)CCC1)C2,6.46,train,gte6,5.324481832852385,5.305366765979551,5.5021087926992385,5.31626469464358,5.473287065329539
2313,2314,OADMET-0003047,C=CCn1c(SCC(=O)NCc2ccco2)nc2scc(-c3ccc(C)cc3)c2c1=O,5.03,train,5to6,4.440514192073745,4.415620681979836,4.350285256553557,4.321569866428153,4.436133796239848
2314,2315,OADMET-0003046,O=C(c1ccc2c(c1)CCCN2)N1CCCCC1C(F)F,5.355,train,5to6,4.935509358218081,4.842846422602461,4.980834464503565,4.76468480582233,5.037502770903253
2315,2316,OADMET-0003045,COc1cc(C)c(C(C)C)cc1S(=O)(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,5.22,train,5to6,5.47833273872819,5.567185862804009,5.409126932887809,5.283195157257053,5.326572337343539
2316,2317,OADMET-0003044,COc1cc(Cl)ccc1S(=O)(=O)NC(C)c1nc2ccccc2n1C(F)F,5.59,train,5to6,5.273107539052924,5.219530227683094,5.267005463350304,5.40261838793878,5.2596706588197
2317,2318,OADMET-0003043,COc1ccc(Br)cc1S(=O)(=O)Nc1ccccc1C(C)C,6.34,train,gte6,5.247639401928445,5.187285543115369,5.21133723755476,5.146271718001334,5.120871066510132
2318,2319,OADMET-0003042,Cc1cc(C(=O)NC[C@@H]2CC(=O)N(C(C)(C)C)[C@H]2c2cnn(C)c2)cs1,5.0,train,4to5,4.989788738814145,4.812067162680279,4.690219401739285,4.7114625195276325,4.9168811446701195
2319,2320,OADMET-0003041,CC(C)CCOc1ccc(S(=O)(=O)N2CC(=O)Nc3ccccc32)cc1,5.36,train,5to6,5.344260864358327,5.290989384274828,5.311426822087781,5.40937941076679,5.267854633125745
2320,2321,OADMET-0003040,Cc1ccc(N(C)S(=O)(=O)c2ccc3c(c2)sc(=O)n3C)cc1,5.04,train,5to6,4.84378109133428,4.752710242786407,4.846119500627447,4.783233469545577,4.852162698674989
2321,2322,OADMET-0003039,CCS(=O)(=O)N1CCC(NC(=O)C(C)(C)c2csc(-c3ccccc3F)n2)CC1,5.42,train,5to6,5.336148907384704,5.413510751690999,5.370499972540061,5.26674887930612,5.368311278153807
2322,2323,OADMET-0003038,O=C(NC1CC1)c1ccc(CN(Cc2ccco2)S(=O)(=O)c2ccc(F)cc2F)cc1,4.87,train,4to5,5.002071085083246,5.0302708604607815,4.88102122847049,4.8584267427513055,4.830118583650333
