train_id,compound_id,train_molecule_name,standard_inchi_key,chembl_id,chembl_pref_name
3020,3020,OADMET-0002129,VKTTYIXIDXWHKW-UHFFFAOYSA-N,CHEMBL528932,
3022,3022,OADMET-0002127,LUZIWUCNVIOBGG-UHFFFAOYSA-N,CHEMBL1890875,
3023,3023,OADMET-0002126,ZSMRRZONCYIFNB-UHFFFAOYSA-N,CHEMBL63054,
3024,3024,OADMET-0002125,SADPINFEWFPMEA-UHFFFAOYSA-N,CHEMBL3560648,
3025,3025,OADMET-0002124,TZEJXCIGVMTMDY-UHFFFAOYSA-N,CHEMBL1499171,
3026,3026,OADMET-0002123,VHFDYFUMWJSVCA-UHFFFAOYSA-N,CHEMBL2448845,
3027,3027,OADMET-0002122,CPVSLHQIPGTMLH-UHFFFAOYSA-N,CHEMBL2358910,
3028,3028,OADMET-0002121,VIUDTWATMPPKEL-UHFFFAOYSA-N,CHEMBL1162293,
3032,3032,OADMET-0002117,UIKUBYKUYUSRSM-UHFFFAOYSA-N,CHEMBL158697,
3033,3033,OADMET-0002116,UHGULLIUJBCTEF-UHFFFAOYSA-N,CHEMBL329785,
3034,3034,OADMET-0002115,SWFNPENEBHAHEB-UHFFFAOYSA-N,CHEMBL251389,
3035,3035,OADMET-0002114,UGSBCCAHDVCHGI-UHFFFAOYSA-N,CHEMBL4447423,
3037,3037,OADMET-0002112,ODGIMMLDVSWADK-UHFFFAOYSA-N,CHEMBL1162294,
3038,3038,OADMET-0002111,LOCWBQIWHWIRGN-UHFFFAOYSA-N,CHEMBL1893710,
3039,3039,OADMET-0002110,WDFQBORIUYODSI-UHFFFAOYSA-N,CHEMBL57376,4-BROMOANILINE
3040,3040,OADMET-0002109,BHAAPTBBJKJZER-UHFFFAOYSA-N,CHEMBL295652,
3041,3041,OADMET-0002108,XOAAWQZATWQOTB-UHFFFAOYSA-N,CHEMBL239243,TAURINE
3043,3043,OADMET-0002106,WOXFMYVTSLAQMO-UHFFFAOYSA-N,CHEMBL32189,
3044,3044,OADMET-0002105,MOZNZNKHRXRLLF-UHFFFAOYSA-N,CHEMBL341473,
3045,3045,OADMET-0002104,APJYDQYYACXCRM-UHFFFAOYSA-N,CHEMBL6640,TRYPTAMINE
3046,3046,OADMET-0002103,YNAVUWVOSKDBBP-UHFFFAOYSA-N,CHEMBL276518,MORPHOLINE
3047,3047,OADMET-0002102,UZOFELREXGAFOI-UHFFFAOYSA-N,CHEMBL21533,
3048,3048,OADMET-0002101,DNXNPMDUDGUXOB-UHFFFAOYSA-N,CHEMBL236696,
3050,3050,OADMET-0002099,UORNTHBBLYBAJJ-UHFFFAOYSA-N,CHEMBL266250,
3051,3051,OADMET-0002098,PAFZNILMFXTMIY-UHFFFAOYSA-N,CHEMBL1794762,CYCLOHEXYLAMINE
3052,3052,OADMET-0002097,YMVFJGSXZNNUDW-UHFFFAOYSA-N,CHEMBL13218,
3053,3053,OADMET-0002096,FKKJJPMGAWGYPN-UHFFFAOYSA-N,CHEMBL237711,
3054,3054,OADMET-0002095,TXQWFIVRZNOPCK-UHFFFAOYSA-N,CHEMBL1188378,
3055,3055,OADMET-0002094,NISGSNTVMOOSJQ-UHFFFAOYSA-N,CHEMBL1171859,CYCLOPENTANAMINE
3060,3060,OADMET-0002089,DGLIOWSKNOCHEX-UHFFFAOYSA-N,CHEMBL4439478,
3061,3061,OADMET-0002088,MGLUVVBFISROAH-UHFFFAOYSA-N,CHEMBL1623354,
3062,3062,OADMET-0002087,VXVVUHQULXCUPF-UHFFFAOYSA-N,CHEMBL1171864,CYCLOHEPTANAMINE
3063,3063,OADMET-0002086,CEPCPXLLFXPZGW-UHFFFAOYSA-N,CHEMBL1423658,
3064,3064,OADMET-0002085,PNPCRKVUWYDDST-UHFFFAOYSA-N,CHEMBL325415,3-CHLOROANILINE
3066,3066,OADMET-0002083,OXEUETBFKVCRNP-UHFFFAOYSA-N,CHEMBL327035,
3067,3067,OADMET-0002082,KDDNKZCVYQDGKE-UHFFFAOYSA-N,CHEMBL12712,
3068,3068,OADMET-0002081,GEQNZVKIDIPGCO-UHFFFAOYSA-N,CHEMBL1622132,
3070,3070,OADMET-0002079,PLIKAWJENQZMHA-UHFFFAOYSA-N,CHEMBL1142,4-AMINOPHENOL
3072,3072,OADMET-0002077,GPNAVOJCQIEKQF-UHFFFAOYSA-N,CHEMBL318275,
3073,3073,OADMET-0002076,ORLGLBZRQYOWNA-UHFFFAOYSA-N,CHEMBL40833,
3074,3074,OADMET-0002075,KTWDTPBHCWJWGJ-UHFFFAOYSA-N,CHEMBL1587819,
3076,3076,OADMET-0002073,JPBWZIPCMDZOPM-UHFFFAOYSA-N,CHEMBL1868314,
3077,3077,OADMET-0002072,BFPUBGCFJMIZDF-UHFFFAOYSA-N,CHEMBL4085391,
3079,3079,OADMET-0002070,VWOJSRICSKDKAW-UHFFFAOYSA-N,CHEMBL165012,
3081,3081,OADMET-0002068,TWBPWBPGNQWFSJ-UHFFFAOYSA-N,CHEMBL296021,
3082,3082,OADMET-0002067,ZBCBWPMODOFKDW-UHFFFAOYSA-N,CHEMBL119604,DIETHANOLAMINE
3083,3083,OADMET-0002066,ZMCBYSBVJIMENC-UHFFFAOYSA-N,CHEMBL1702228,
3084,3084,OADMET-0002065,SDYWXFYBZPNOFX-UHFFFAOYSA-N,CHEMBL1319813,
3085,3085,OADMET-0002064,BHHGXPLMPWCGHP-UHFFFAOYSA-N,CHEMBL610,PHENETHYLAMINE
3087,3087,OADMET-0002062,UTKUVRNVYFTEHF-UHFFFAOYSA-N,CHEMBL3186805,
3088,3088,OADMET-0002061,YUBDLZGUSSWQSS-UHFFFAOYSA-N,CHEMBL366500,
3089,3089,OADMET-0002060,WRPWWVNUCXQDQV-UHFFFAOYSA-N,CHEMBL4593283,
3090,3090,OADMET-0002059,SXOFMEWDEKEVJU-UHFFFAOYSA-N,CHEMBL2236256,
3091,3091,OADMET-0002058,AQFLVLHRZFLDDV-VIFPVBQESA-N,CHEMBL3183068,
3092,3092,OADMET-0002057,QXNDZONIWRINJR-UHFFFAOYSA-N,CHEMBL3186488,
3093,3093,OADMET-0002056,NBOOZXVYXHATOW-UHFFFAOYSA-N,CHEMBL1344680,
3094,3094,OADMET-0002055,GZRKXKUVVPSREJ-UHFFFAOYSA-N,CHEMBL18094,
3095,3095,OADMET-0002054,MRBFGEHILMYPTF-UHFFFAOYSA-N,CHEMBL724,2-PIPERAZIN-1-YL-PYRIMIDINE
3096,3096,OADMET-0002053,IVTZRJKKXSKXKO-UHFFFAOYSA-N,CHEMBL9429,
3097,3097,OADMET-0002052,ZSIQJIWKELUFRJ-UHFFFAOYSA-N,CHEMBL1375444,AZEPANE
3098,3098,OADMET-0002051,UDGSVBYJWHOHNN-UHFFFAOYSA-N,CHEMBL52701,
3099,3099,OADMET-0002050,MPWSRGAWRAYBJK-UHFFFAOYSA-N,CHEMBL387214,
3100,3100,OADMET-0002049,HZAXFHJVJLSVMW-UHFFFAOYSA-N,CHEMBL104943,MONOETHANOLAMINE
3104,3104,OADMET-0002045,GGTATBDKJAEPPE-UHFFFAOYSA-N,CHEMBL1428990,
3105,3105,OADMET-0002044,KKGBIRXHHUDJLA-UHFFFAOYSA-N,CHEMBL1741715,
3106,3106,OADMET-0002043,HROOTLKMPSVNIJ-UHFFFAOYSA-N,CHEMBL1394031,
3107,3107,OADMET-0002042,CRRPIAUQFPOTNM-UHFFFAOYSA-N,CHEMBL1418721,
3108,3108,OADMET-0002041,BWAFLODPHBKWPC-UHFFFAOYSA-N,CHEMBL1409626,
3109,3109,OADMET-0002040,CUVGAMMYRIPWBL-UHFFFAOYSA-N,CHEMBL1335777,
3110,3110,OADMET-0002039,SZROVVQEPDFVPN-UHFFFAOYSA-N,CHEMBL1543285,
3111,3111,OADMET-0002038,KIPPFNAJTDGBTH-UHFFFAOYSA-N,CHEMBL1528578,
3112,3112,OADMET-0002037,NJWNORNAZVOXLX-UHFFFAOYSA-N,CHEMBL1538999,
3113,3113,OADMET-0002036,VICOOPXYHIKIRC-UHFFFAOYSA-N,CHEMBL1547900,
3114,3114,OADMET-0002035,CXMUDBPDQPALSK-UHFFFAOYSA-N,CHEMBL1370525,
3115,3115,OADMET-0002034,BRUMXRFTVXAOLK-UHFFFAOYSA-N,CHEMBL1606673,
3116,3116,OADMET-0002033,ZYSHEQHKVQKJEB-UHFFFAOYSA-N,CHEMBL1409864,
3117,3117,OADMET-0002032,MNEBYNXWXUUFOA-UHFFFAOYSA-N,CHEMBL1741332,
3118,3118,OADMET-0002031,FRSIMZWJVMLPAI-UHFFFAOYSA-N,CHEMBL2107076,PEXANTEL
3119,3119,OADMET-0002030,MUYGBBOWNZCBDV-UHFFFAOYSA-N,CHEMBL1516503,
3120,3120,OADMET-0002029,DFWCZDAKJINNOO-UHFFFAOYSA-N,CHEMBL1392699,
3121,3121,OADMET-0002028,WNPGOIQBTDWGPU-UHFFFAOYSA-N,CHEMBL1453217,
3122,3122,OADMET-0002027,XIXWLMBUSDWEFD-UHFFFAOYSA-N,CHEMBL1742209,
3123,3123,OADMET-0002026,RBCUCXILXJXLTB-UHFFFAOYSA-N,CHEMBL1909048,
3124,3124,OADMET-0002025,JRNOQJPYZMIZOV-UHFFFAOYSA-N,CHEMBL1313170,
3125,3125,OADMET-0002024,QRJSGOWRBQNHBU-UHFFFAOYSA-N,CHEMBL1330751,
3126,3126,OADMET-0002023,WBWWSWMRKDXLHF-UHFFFAOYSA-N,CHEMBL1527392,
3127,3127,OADMET-0002022,JCYSXGLJLDCUQC-UHFFFAOYSA-N,CHEMBL1518589,
3128,3128,OADMET-0002021,WXPXDMIUSHAXBK-UHFFFAOYSA-N,CHEMBL1502803,
3129,3129,OADMET-0002020,CWBLTXRMPSNFEO-UHFFFAOYSA-N,CHEMBL1447904,
3130,3130,OADMET-0002019,SXIDKMVLEKDAIV-UHFFFAOYSA-N,CHEMBL1494009,
3131,3131,OADMET-0002018,AHCYOTLTLQTPSU-UHFFFAOYSA-N,CHEMBL2151790,
3132,3132,OADMET-0002017,RXIPSEZHMRTVDS-UHFFFAOYSA-N,CHEMBL1561381,
3133,3133,OADMET-0002016,LCGVOPIZAXVBPQ-UHFFFAOYSA-N,CHEMBL1607215,
3134,3134,OADMET-0002015,HGEYCYGRQOQKHJ-UHFFFAOYSA-N,CHEMBL1409994,
3135,3135,OADMET-0002014,VTEPZEONRNPAAH-UHFFFAOYSA-N,CHEMBL1442612,
3136,3136,OADMET-0002013,USMJFZYNIFTLDL-UHFFFAOYSA-N,CHEMBL1360601,
3137,3137,OADMET-0002012,FMHHBJHIEYEQCY-UHFFFAOYSA-N,CHEMBL1386571,
3138,3138,OADMET-0002011,ZJZWZIXSGNFWQQ-UHFFFAOYSA-N,CHEMBL3753077,
3139,3139,OADMET-0002010,HHNJIJRSCSHDNA-UHFFFAOYSA-N,CHEMBL1308884,
3140,3140,OADMET-0002009,RMFZNUNUZSQWRX-UHFFFAOYSA-N,CHEMBL1606137,
3141,3141,OADMET-0002008,AFKPUDOAONZLNQ-UHFFFAOYSA-N,CHEMBL1448411,
3142,3142,OADMET-0002007,GOZBHBFUQHMKQB-UHFFFAOYSA-N,CHEMBL1618597,TRIMECAINE
3143,3143,OADMET-0002006,SHTKYWSBRDIPDC-UHFFFAOYSA-N,CHEMBL1427572,
3144,3144,OADMET-0002005,UBFYIRDVECNNPV-UHFFFAOYSA-N,CHEMBL1523948,
3145,3145,OADMET-0002004,DQFMJNQKUOADQD-UHFFFAOYSA-N,CHEMBL1373948,
3146,3146,OADMET-0002003,XGUIIADGINTIHJ-UHFFFAOYSA-N,CHEMBL1742007,
3147,3147,OADMET-0002002,YYFGRAGNYHYWEZ-UHFFFAOYSA-N,CHEMBL2104298,EPROBEMIDE
3148,3148,OADMET-0002001,PHXJVRSECIGDHY-UHFFFAOYSA-N,CHEMBL1171837,PONATINIB
3149,3149,OADMET-0002000,GBARCMIFTACERW-UHFFFAOYSA-N,CHEMBL1233960,
3151,3151,OADMET-0001998,WKLCAGIZLUKHPZ-UHFFFAOYSA-N,CHEMBL1495271,
3153,3153,OADMET-0001996,KZYPKZIQOMGIAS-UHFFFAOYSA-N,CHEMBL1423903,
3154,3154,OADMET-0001995,XVKWMIZOXJNNMC-UHFFFAOYSA-N,CHEMBL1311461,
3155,3155,OADMET-0001994,ZLWLKVQCHZSSEL-UHFFFAOYSA-N,CHEMBL1315136,TIBROFAN
3156,3156,OADMET-0001993,INWLQCZOYSRPNW-UHFFFAOYSA-N,CHEMBL1087,MEPIVACAINE
3157,3157,OADMET-0001992,LAYIKHUZIUKLPK-UHFFFAOYSA-N,CHEMBL1367355,
3158,3158,OADMET-0001991,ACAKNPKRLPMONU-UHFFFAOYSA-N,CHEMBL1234574,
3159,3159,OADMET-0001990,GNUBRPMYIYQREU-UHFFFAOYSA-N,CHEMBL1478762,
3160,3160,OADMET-0001989,CZSLEMCYYGEGKP-UHFFFAOYSA-N,CHEMBL4303645,
3161,3161,OADMET-0001988,UJLAWZDWDVHWOW-YPMHNXCESA-N,CHEMBL221959,TOFACITINIB
3162,3162,OADMET-0001987,ZULJGOSFKWFVRX-UHFFFAOYSA-N,CHEMBL159776,PRAMIRACETAM
3163,3163,OADMET-0001986,NZTFKOHUTXYYJC-UHFFFAOYSA-N,CHEMBL1583603,
3164,3164,OADMET-0001985,FVCMPRQZJZVUIX-UHFFFAOYSA-N,CHEMBL1532985,
3165,3165,OADMET-0001984,KGIWXYBGMLGJER-UHFFFAOYSA-N,CHEMBL1518852,
3166,3166,OADMET-0001983,OFLUEWCNSWBQMJ-UHFFFAOYSA-N,CHEMBL1530672,
3167,3167,OADMET-0001982,LEBVLXFERQHONN-UHFFFAOYSA-N,CHEMBL1098,BUPIVACAINE
3168,3168,OADMET-0001981,HELCSESNNDZLFM-UHFFFAOYSA-N,CHEMBL50112,
3169,3169,OADMET-0001980,AURWHTRSUCBFRC-UHFFFAOYSA-N,CHEMBL1352396,
3170,3170,OADMET-0001979,AAYTXOPXLXAKHP-UHFFFAOYSA-N,CHEMBL1360505,
3171,3171,OADMET-0001978,AZKMWHRDICVYEI-UHFFFAOYSA-N,CHEMBL4212818,
3172,3172,OADMET-0001977,AKKDFYOAHOQFEY-UHFFFAOYSA-N,CHEMBL1382095,
3173,3173,OADMET-0001976,VCPMZDWBEWTGNW-UHFFFAOYSA-N,CHEMBL604710,Z160
3174,3174,OADMET-0001975,LWWIFEXSJWVDBN-UHFFFAOYSA-N,CHEMBL510779,
3175,3175,OADMET-0001974,OYCGKECKIVYHTN-UHFFFAOYSA-N,CHEMBL1895219,PYRROCAINE
3176,3176,OADMET-0001973,ZCYOBMASPXQBSZ-UHFFFAOYSA-N,CHEMBL88588,
3177,3177,OADMET-0001972,VZZJRYRQSPEMTK-UHFFFAOYSA-N,CHEMBL2141738,
3178,3178,OADMET-0001971,KEECCEWTUVWFCV-UHFFFAOYSA-N,CHEMBL1097,ACECAINIDE
3179,3179,OADMET-0001970,BJOAOSBMOBDHTE-UHFFFAOYSA-N,CHEMBL1588100,
3180,3180,OADMET-0001969,HERLZBNILRVHQN-UHFFFAOYSA-N,CHEMBL2398678,
3181,3181,OADMET-0001968,JTRXWCLQFAZHGP-UHFFFAOYSA-N,CHEMBL1506885,
3182,3182,OADMET-0001967,WIIZWVCIJKGZOK-RKDXNWHRSA-N,CHEMBL130,CHLORAMPHENICOL
3183,3183,OADMET-0001966,BGDKAVGWHJFAGW-UHFFFAOYSA-N,CHEMBL1200604,TROPICAMIDE
3184,3184,OADMET-0001965,PJPMLGHIPLKCKL-UHFFFAOYSA-N,CHEMBL1502745,
3185,3185,OADMET-0001964,UEDMTXGGCJNSCT-UHFFFAOYSA-N,CHEMBL1363792,
3186,3186,OADMET-0001963,IRUZPVLQKHTOLY-UHFFFAOYSA-N,CHEMBL1430383,
3187,3187,OADMET-0001962,NGHTXZCKLWZPGK-UHFFFAOYSA-N,CHEMBL260829,NEFIRACETAM
3188,3188,OADMET-0001961,XITGBOXOLFNAPW-UHFFFAOYSA-N,CHEMBL1563331,
3189,3189,OADMET-0001960,BKUIZWILNWHFHD-UHFFFAOYSA-N,CHEMBL190270,
3190,3190,OADMET-0001958,CQERVFFAOOUFEQ-UHFFFAOYSA-N,CHEMBL1235119,
3191,3191,OADMET-0001957,HXYVTAGFYLMHSO-UHFFFAOYSA-N,CHEMBL417675,PALMIDROL
3193,3193,OADMET-0001955,BXCCSVJYLFAQLR-UHFFFAOYSA-N,CHEMBL1450617,
3194,3194,OADMET-0001954,HUNIPYLVUPMFCZ-UHFFFAOYSA-N,CHEMBL1368380,MEFEXAMIDE
3195,3195,OADMET-0001953,RGOVYLWUIBMPGK-UHFFFAOYSA-N,CHEMBL75124,NONIVAMIDE
3196,3196,OADMET-0001951,MQNYRKWJSMQECI-QFIPXVFZSA-N,CHEMBL10284,SB-222200
3197,3197,OADMET-0001950,KIALCSMRIHRFPL-UHFFFAOYSA-N,CHEMBL411221,
3198,3198,OADMET-0001949,KVWWTCSJLGHLRM-UHFFFAOYSA-N,CHEMBL3188223,
3199,3199,OADMET-0001948,BJSDNVVWJYDOLK-UHFFFAOYSA-N,CHEMBL72631,INDOMETHACIN MORPHOLINYLAMIDE
3200,3200,OADMET-0001947,SHHUPGSHGSNPDB-UHFFFAOYSA-N,CHEMBL3393145,
3201,3201,OADMET-0001946,ASFKKFRSMGBFRO-UHFFFAOYSA-N,CHEMBL2106966,PIKETOPROFEN
3202,3202,OADMET-0001945,XWVOEFLBOSSYGM-UHFFFAOYSA-N,CHEMBL1697853,TRIMETOZINE
3203,3203,OADMET-0001944,NNJVILVZKWQKPM-UHFFFAOYSA-N,CHEMBL79,LIDOCAINE
3204,3204,OADMET-0001943,IGRCWJPBLWGNPX-UHFFFAOYSA-N,CHEMBL575966,
3205,3205,OADMET-0001942,SVGHNFFSCWKXDJ-UHFFFAOYSA-N,CHEMBL1416916,
3206,3206,OADMET-0001941,HXZJLXOBJVKRCC-UHFFFAOYSA-N,CHEMBL1430258,
3207,3207,OADMET-0001940,YZLUHPNZYJVOKC-UHFFFAOYSA-N,CHEMBL1546221,
3208,3208,OADMET-0001938,DLDAZIVPAOLETE-UHFFFAOYSA-N,CHEMBL1909050,
3209,3209,OADMET-0001937,QNVAEBCXLFQHHV-UHFFFAOYSA-N,CHEMBL1511129,
3210,3210,OADMET-0001936,FQSLWNVMZUFCGI-UHFFFAOYSA-N,CHEMBL1502052,
3211,3211,OADMET-0001935,LXFKEVQQSKQXPR-UHFFFAOYSA-N,CHEMBL3186128,
3212,3212,OADMET-0001934,CUHKZJOITINJHA-UHFFFAOYSA-N,CHEMBL1484720,
3213,3213,OADMET-0001933,UJTPMHSWKSWXKH-UHFFFAOYSA-N,CHEMBL1741781,
3214,3214,OADMET-0001932,VAGSHINATNLVMH-UHFFFAOYSA-N,CHEMBL1525073,
3215,3215,OADMET-0001931,LSPJXCGEFJDMHA-UHFFFAOYSA-N,CHEMBL4764984,
3216,3216,OADMET-0001930,URYQGEHNTLJGCY-UHFFFAOYSA-N,CHEMBL1389262,
3217,3217,OADMET-0001928,GYHCTFXIZSNGJT-UHFFFAOYSA-N,CHEMBL344159,TOLVAPTAN
3218,3218,OADMET-0001927,IBKIQVVJWVPWSB-UHFFFAOYSA-N,CHEMBL1522136,
3219,3219,OADMET-0001926,WYMPSDVWKPBHAG-UHFFFAOYSA-N,CHEMBL1511085,
3220,3220,OADMET-0001925,ILKGZCQNPRKMJP-UHFFFAOYSA-N,CHEMBL1733013,
3221,3221,OADMET-0001924,ADJGBTLTNFWJTN-UHFFFAOYSA-N,CHEMBL1578254,
3222,3222,OADMET-0001923,DUXWIYXHHGNUJU-UHFFFAOYSA-N,CHEMBL3094387,
3223,3223,OADMET-0001922,MNDBXUUTURYVHR-UHFFFAOYSA-N,CHEMBL193240,ROFLUMILAST
3224,3224,OADMET-0001921,PSWBKVWMVVCATC-UHFFFAOYSA-N,CHEMBL1717710,MOLRACETAM
3225,3225,OADMET-0001920,HFYZIIYHIGTAII-UHFFFAOYSA-N,CHEMBL1337096,
3226,3226,OADMET-0001919,WKEDVNSFRWHDNR-UHFFFAOYSA-N,CHEMBL82970,SALICYLANILIDE
3227,3227,OADMET-0001918,YZJSKRBKHCLMQC-UHFFFAOYSA-N,CHEMBL65374,
3228,3228,OADMET-0001917,ZZYSLNWGKKDOML-UHFFFAOYSA-N,CHEMBL1897070,TEBUFENPYRAD
3229,3229,OADMET-0001916,WZSDNEJJUSYNSG-UHFFFAOYSA-N,CHEMBL1974057,TROCIMINE
3230,3230,OADMET-0001914,DLVKRCGYGJZXFK-UHFFFAOYSA-N,CHEMBL1993867,
3231,3231,OADMET-0001913,WYEMLYFITZORAB-UHFFFAOYSA-N,CHEMBL1076544,BOSCALID
3232,3232,OADMET-0001912,YPQLFJODEKMJEF-UHFFFAOYSA-N,CHEMBL491,HYDROXYFLUTAMIDE
3233,3233,OADMET-0001911,MKXKFYHWDHIYRV-UHFFFAOYSA-N,CHEMBL806,FLUTAMIDE
3234,3234,OADMET-0001910,YQNQNVDNTFHQSW-UHFFFAOYSA-N,CHEMBL1401,NITAZOXANIDE
3235,3235,OADMET-0001909,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,CHEMBL1448,NICLOSAMIDE
3236,3236,OADMET-0001908,AGWCBNJDPXUGEN-UHFFFAOYSA-N,CHEMBL1213905,
3237,3237,OADMET-0001906,SUBDBMMJDZJVOS-UHFFFAOYSA-N,CHEMBL1503,OMEPRAZOLE
3238,3238,OADMET-0001905,UHIUSKATQDRPGM-UHFFFAOYSA-N,CHEMBL1577852,
3239,3239,OADMET-0001904,CXKWLBDXIJQYRM-UHFFFAOYSA-N,CHEMBL1605494,
3240,3240,OADMET-0001903,RMBBGYYJTMLZBI-UHFFFAOYSA-N,CHEMBL1363376,
3241,3241,OADMET-0001902,PNWASFJIVFGXGH-UHFFFAOYSA-N,CHEMBL1565220,
3242,3242,OADMET-0001901,XMPIJIRZKRCWOF-UHFFFAOYSA-N,CHEMBL1539795,
3243,3243,OADMET-0001900,IXPWQMXVCBNFBA-UHFFFAOYSA-N,CHEMBL1367183,
3244,3244,OADMET-0001899,WYEWIVNBRDGDKY-UHFFFAOYSA-N,CHEMBL1571821,
3245,3245,OADMET-0001898,YCSRNDAFSDLRIO-UHFFFAOYSA-N,CHEMBL1503130,
3246,3246,OADMET-0001897,ROXIURQQMKJYJX-UHFFFAOYSA-N,CHEMBL1449161,
3247,3247,OADMET-0001895,FFCSJSLKDCBFQM-UHFFFAOYSA-N,CHEMBL1383935,
3248,3248,OADMET-0001894,XWVSXGWHZOIQKB-UHFFFAOYSA-N,CHEMBL1587602,
3249,3249,OADMET-0001893,QAANZVLFRHSOOU-UHFFFAOYSA-N,CHEMBL301507,
3250,3250,OADMET-0001892,MVXCPTMUVMYDJO-UHFFFAOYSA-N,CHEMBL1322942,
3251,3251,OADMET-0001890,PQXJTUXHWHJQBX-UHFFFAOYSA-N,CHEMBL1448943,
3252,3252,OADMET-0001888,GFAKVNDGQNMHNC-UHFFFAOYSA-N,CHEMBL1303867,
3253,3253,OADMET-0001887,ZLMRUCRAALLRQM-UHFFFAOYSA-N,CHEMBL1341378,
3254,3254,OADMET-0001885,LRGVDHZAEYAHLG-UHFFFAOYSA-N,CHEMBL1499860,
3255,3255,OADMET-0001884,VPROQYQBNVRYST-UHFFFAOYSA-N,CHEMBL1331513,
3256,3256,OADMET-0001883,DDMCVMVJRNCGGY-UHFFFAOYSA-N,CHEMBL1570287,
3257,3257,OADMET-0001882,KGYNGVVNFRUOOZ-UHFFFAOYSA-N,CHEMBL1892375,
3258,3258,OADMET-0001881,KVSRWCYGUOGUHX-UHFFFAOYSA-N,CHEMBL1568210,
3259,3259,OADMET-0001880,BRKRIZZBAYPWMK-UHFFFAOYSA-N,CHEMBL1583063,
3260,3260,OADMET-0001879,FOAKKYRDHMHWIL-UHFFFAOYSA-N,CHEMBL3188194,
3261,3261,OADMET-0001878,XKFISASJMNULJG-UHFFFAOYSA-N,CHEMBL1608961,
3262,3262,OADMET-0001877,AYRGCYDPZISOCM-UHFFFAOYSA-N,CHEMBL1895291,
3263,3263,OADMET-0001876,HIKRKFWWIFACIF-UHFFFAOYSA-N,CHEMBL1387081,
3264,3264,OADMET-0001875,ASQMPQJCKUIFQQ-UHFFFAOYSA-N,CHEMBL1526290,
3265,3265,OADMET-0001874,MREINKUEFKZHBN-UHFFFAOYSA-N,CHEMBL1499345,
3266,3266,OADMET-0001872,PHNUZKMIPFFYSO-UHFFFAOYSA-N,CHEMBL283487,PRONAMIDE
3267,3267,OADMET-0001871,PUFQVTATUTYEAL-UHFFFAOYSA-N,CHEMBL1086,DIBUCAINE
3268,3268,OADMET-0001870,KVSKGMLNBAPGKH-UHFFFAOYSA-N,CHEMBL24944,TRIBROMSALAN
3269,3269,OADMET-0001869,LGCMKPRGGJRYGM-UHFFFAOYSA-N,CHEMBL389507,OSALMID
3270,3270,OADMET-0001868,QWWHRELOCZEQNZ-UHFFFAOYSA-N,CHEMBL2269061,
3271,3271,OADMET-0001867,CHPLHBZZKHCNKN-UHFFFAOYSA-N,CHEMBL1413196,
3272,3272,OADMET-0001866,YSQKDDWZASWPIB-UHFFFAOYSA-N,CHEMBL1318640,
3273,3273,OADMET-0001865,LPMBTLLQQJBUOO-KTKRTIGZSA-N,CHEMBL15712,
3274,3274,OADMET-0001864,FLWZIODGHJAZJD-UHFFFAOYSA-N,CHEMBL1458314,
3275,3275,OADMET-0001863,MLQRPLLANXCIDR-UHFFFAOYSA-N,CHEMBL1447913,
3276,3276,OADMET-0001862,BFUJHVVEMMWLHC-UHFFFAOYSA-N,CHEMBL254857,FIPEXIDE
3277,3277,OADMET-0001861,ZLOXYEZYWCTXHU-UHFFFAOYSA-N,CHEMBL1082354,TENONITROZOLE
3278,3278,OADMET-0001859,ZDAZUJBASMCUAK-UHFFFAOYSA-N,CHEMBL1491339,NICOTREDOLE
3279,3279,OADMET-0001858,VHOGYURTWQBHIL-UHFFFAOYSA-N,CHEMBL960,LEFLUNOMIDE
3280,3280,OADMET-0001857,SJQBHPJLLIJASD-UHFFFAOYSA-N,CHEMBL291338,"3,3',4',5-TETRACHLOROSALICYLANILIDE"
3283,3283,OADMET-0001826,KAGVIJNIEWAHGP-UHFFFAOYSA-N,CHEMBL1560391,
3290,3290,OADMET-0001819,PCEZXSJBHMOQFT-UHFFFAOYSA-N,CHEMBL85756,
3405,3405,OADMET-0001692,DQJHPQTYWOEJHT-UHFFFAOYSA-N,CHEMBL382634,
3417,3417,OADMET-0001680,AZICIDPVYKGKEP-UHFFFAOYSA-N,CHEMBL2206581,
3547,3547,OADMET-0001547,GRRNTOBUPVRLBB-UHFFFAOYSA-N,CHEMBL1387120,
3563,3563,OADMET-0001528,QNOUKJGAULDWAJ-UHFFFAOYSA-N,CHEMBL1477125,
3578,3578,OADMET-0001510,CUYFVLXHUGFIPJ-UHFFFAOYSA-N,CHEMBL4288271,
3583,3583,OADMET-0001505,MAWKGRCVRLWSRR-UHFFFAOYSA-N,CHEMBL1349413,
3584,3584,OADMET-0001504,NASCVBIDXHJMFH-UHFFFAOYSA-N,CHEMBL2070854,
3597,3597,OADMET-0001491,YXDSSBLMQRPHQN-UHFFFAOYSA-N,CHEMBL1355096,
3599,3599,OADMET-0001489,SEZPRMPVJMVCBV-UHFFFAOYSA-N,CHEMBL1371684,
3607,3607,OADMET-0001480,GBVRTKHYQHKWDV-UHFFFAOYSA-N,CHEMBL1558523,
3608,3608,OADMET-0001479,OFVNQGPCNVODLZ-UHFFFAOYSA-N,CHEMBL1432017,
