molecule_name,true_pec50,true_bin,abs_error,threshold,n_neighbors,n_same_bin,n_low_train,n_high_train,mean_neighbor_pec50,max_sim
OADMET-0006232,4.815,4-5,0.2443405578704203,0.4,1,0,0,1,6.26,0.560606062412262
OADMET-0006232,4.815,4-5,0.2443405578704203,0.5,1,0,0,1,6.26,0.560606062412262
OADMET-0006232,4.815,4-5,0.2443405578704203,0.6,0,0,0,0,,0.560606062412262
OADMET-0006230,3.035,3-4,0.9084116547346333,0.4,1,0,0,0,5.85,0.4285714328289032
OADMET-0006230,3.035,3-4,0.9084116547346333,0.5,0,0,0,0,,0.4285714328289032
OADMET-0006230,3.035,3-4,0.9084116547346333,0.6,0,0,0,0,,0.4285714328289032
OADMET-0006228,5.470000000000001,5-6,0.39856010419836707,0.4,1,0,0,1,6.845,0.46875
OADMET-0006228,5.470000000000001,5-6,0.39856010419836707,0.5,0,0,0,0,,0.46875
OADMET-0006228,5.470000000000001,5-6,0.39856010419836707,0.6,0,0,0,0,,0.46875
OADMET-0006227,3.795,3-4,0.29770080208125815,0.4,3,0,1,0,4.37,0.5625
OADMET-0006227,3.795,3-4,0.29770080208125815,0.5,2,0,0,0,5.27,0.5625
OADMET-0006227,3.795,3-4,0.29770080208125815,0.6,0,0,0,0,,0.5625
OADMET-0006226,4.955,4-5,0.40316556146066507,0.4,1,0,0,1,6.11,0.43661972880363464
OADMET-0006226,4.955,4-5,0.40316556146066507,0.5,0,0,0,0,,0.43661972880363464
OADMET-0006226,4.955,4-5,0.40316556146066507,0.6,0,0,0,0,,0.43661972880363464
OADMET-0006225,5.055,5-6,0.1277188175321502,0.4,4,3,0,0,5.217499999999999,0.6551724076271057
OADMET-0006225,5.055,5-6,0.1277188175321502,0.5,1,1,0,0,5.66,0.6551724076271057
OADMET-0006225,5.055,5-6,0.1277188175321502,0.6,1,1,0,0,5.66,0.6551724076271057
OADMET-0006224,2.6100000000000003,<3,0.9025823397063624,0.4,0,0,0,0,,0.390625
OADMET-0006224,2.6100000000000003,<3,0.9025823397063624,0.5,0,0,0,0,,0.390625
OADMET-0006224,2.6100000000000003,<3,0.9025823397063624,0.6,0,0,0,0,,0.390625
OADMET-0006222,3.665,3-4,0.3605614939705113,0.4,1,0,0,1,6.6850000000000005,0.4821428656578064
OADMET-0006222,3.665,3-4,0.3605614939705113,0.5,0,0,0,0,,0.4821428656578064
OADMET-0006222,3.665,3-4,0.3605614939705113,0.6,0,0,0,0,,0.4821428656578064
OADMET-0006219,4.949999999999999,4-5,0.4850096325055402,0.4,2,1,0,1,5.32,0.46875
OADMET-0006219,4.949999999999999,4-5,0.4850096325055402,0.5,0,0,0,0,,0.46875
OADMET-0006219,4.949999999999999,4-5,0.4850096325055402,0.6,0,0,0,0,,0.46875
OADMET-0006218,5.165,5-6,0.3596645225332926,0.4,1,1,0,0,5.945,0.6363636255264282
OADMET-0006218,5.165,5-6,0.3596645225332926,0.5,1,1,0,0,5.945,0.6363636255264282
OADMET-0006218,5.165,5-6,0.3596645225332926,0.6,1,1,0,0,5.945,0.6363636255264282
OADMET-0006213,3.475,3-4,0.26653988405346807,0.4,1,0,0,1,6.205,0.5333333611488342
OADMET-0006213,3.475,3-4,0.26653988405346807,0.5,1,0,0,1,6.205,0.5333333611488342
OADMET-0006213,3.475,3-4,0.26653988405346807,0.6,0,0,0,0,,0.5333333611488342
OADMET-0006210,4.8100000000000005,4-5,0.13211458460972558,0.4,4,1,0,0,5.465,0.465753436088562
OADMET-0006210,4.8100000000000005,4-5,0.13211458460972558,0.5,0,0,0,0,,0.465753436088562
OADMET-0006210,4.8100000000000005,4-5,0.13211458460972558,0.6,0,0,0,0,,0.465753436088562
OADMET-0006209,3.41,3-4,0.9435160445060724,0.4,1,0,0,1,6.205,0.557692289352417
OADMET-0006209,3.41,3-4,0.9435160445060724,0.5,1,0,0,1,6.205,0.557692289352417
OADMET-0006209,3.41,3-4,0.9435160445060724,0.6,0,0,0,0,,0.557692289352417
OADMET-0006208,5.105,5-6,0.05239775200038199,0.4,6,3,0,1,5.2875000000000005,0.6229507923126221
OADMET-0006208,5.105,5-6,0.05239775200038199,0.5,3,1,0,0,4.786666666666667,0.6229507923126221
OADMET-0006208,5.105,5-6,0.05239775200038199,0.6,1,1,0,0,5.15,0.6229507923126221
OADMET-0006206,4.02,4-5,0.2744558631844489,0.4,4,1,0,0,5.465,0.4507042169570923
OADMET-0006206,4.02,4-5,0.2744558631844489,0.5,0,0,0,0,,0.4507042169570923
OADMET-0006206,4.02,4-5,0.2744558631844489,0.6,0,0,0,0,,0.4507042169570923
OADMET-0006204,4.67,4-5,0.9496081405316943,0.4,2,0,0,1,5.7250000000000005,0.5925925970077515
OADMET-0006204,4.67,4-5,0.9496081405316943,0.5,2,0,0,1,5.7250000000000005,0.5925925970077515
OADMET-0006204,4.67,4-5,0.9496081405316943,0.6,0,0,0,0,,0.5925925970077515
OADMET-0006203,4.895,4-5,0.8961423632523986,0.4,1,0,0,1,6.01,0.5070422291755676
OADMET-0006203,4.895,4-5,0.8961423632523986,0.5,1,0,0,1,6.01,0.5070422291755676
OADMET-0006203,4.895,4-5,0.8961423632523986,0.6,0,0,0,0,,0.5070422291755676
OADMET-0006202,6.0600000000000005,>=6,0.40034107016214726,0.4,2,0,0,0,5.3025,0.686274528503418
OADMET-0006202,6.0600000000000005,>=6,0.40034107016214726,0.5,1,0,0,0,5.904999999999999,0.686274528503418
OADMET-0006202,6.0600000000000005,>=6,0.40034107016214726,0.6,1,0,0,0,5.904999999999999,0.686274528503418
OADMET-0006201,3.995,3-4,0.09085182664396818,0.4,1,0,0,1,6.6850000000000005,0.4655172526836395
OADMET-0006201,3.995,3-4,0.09085182664396818,0.5,0,0,0,0,,0.4655172526836395
OADMET-0006201,3.995,3-4,0.09085182664396818,0.6,0,0,0,0,,0.4655172526836395
OADMET-0006200,5.41,5-6,0.041563410879062346,0.4,3,2,0,1,5.523333333333333,0.5636363625526428
OADMET-0006200,5.41,5-6,0.041563410879062346,0.5,2,1,0,1,5.7250000000000005,0.5636363625526428
OADMET-0006200,5.41,5-6,0.041563410879062346,0.6,0,0,0,0,,0.5636363625526428
OADMET-0006196,4.710000000000001,4-5,0.2130906716709866,0.4,1,0,0,1,6.11,0.49275362491607666
OADMET-0006196,4.710000000000001,4-5,0.2130906716709866,0.5,0,0,0,0,,0.49275362491607666
OADMET-0006196,4.710000000000001,4-5,0.2130906716709866,0.6,0,0,0,0,,0.49275362491607666
OADMET-0006192,4.44,4-5,0.5115699242500114,0.4,1,0,0,1,6.11,0.4444444477558136
OADMET-0006192,4.44,4-5,0.5115699242500114,0.5,0,0,0,0,,0.4444444477558136
OADMET-0006192,4.44,4-5,0.5115699242500114,0.6,0,0,0,0,,0.4444444477558136
OADMET-0006191,4.21,4-5,0.044701842166834815,0.4,2,0,0,0,5.6899999999999995,0.4912280738353729
OADMET-0006191,4.21,4-5,0.044701842166834815,0.5,0,0,0,0,,0.4912280738353729
OADMET-0006191,4.21,4-5,0.044701842166834815,0.6,0,0,0,0,,0.4912280738353729
OADMET-0006186,4.84,4-5,0.5069071381083932,0.4,2,1,0,1,5.365,0.517241358757019
OADMET-0006186,4.84,4-5,0.5069071381083932,0.5,1,0,0,1,6.0,0.517241358757019
OADMET-0006186,4.84,4-5,0.5069071381083932,0.6,0,0,0,0,,0.517241358757019
OADMET-0006185,5.92,5-6,0.1717918021410405,0.4,1,0,0,1,6.18,0.4647887349128723
OADMET-0006185,5.92,5-6,0.1717918021410405,0.5,0,0,0,0,,0.4647887349128723
OADMET-0006185,5.92,5-6,0.1717918021410405,0.6,0,0,0,0,,0.4647887349128723
OADMET-0006183,3.3200000000000003,3-4,0.6924317667381334,0.4,1,0,0,1,6.845,0.4776119291782379
OADMET-0006183,3.3200000000000003,3-4,0.6924317667381334,0.5,0,0,0,0,,0.4776119291782379
OADMET-0006183,3.3200000000000003,3-4,0.6924317667381334,0.6,0,0,0,0,,0.4776119291782379
OADMET-0006182,5.505,5-6,0.10297217673696313,0.4,4,3,0,1,5.672499999999999,0.529411792755127
OADMET-0006182,5.505,5-6,0.10297217673696313,0.5,1,1,0,0,5.54,0.529411792755127
OADMET-0006182,5.505,5-6,0.10297217673696313,0.6,0,0,0,0,,0.529411792755127
OADMET-0006180,5.86,5-6,0.009425985903209089,0.4,2,1,0,1,5.645,0.4444444477558136
OADMET-0006180,5.86,5-6,0.009425985903209089,0.5,0,0,0,0,,0.4444444477558136
OADMET-0006180,5.86,5-6,0.009425985903209089,0.6,0,0,0,0,,0.4444444477558136
OADMET-0006176,4.185,4-5,1.187576731897881,0.4,0,0,0,0,,0.3378378450870514
OADMET-0006176,4.185,4-5,1.187576731897881,0.5,0,0,0,0,,0.3378378450870514
OADMET-0006176,4.185,4-5,1.187576731897881,0.6,0,0,0,0,,0.3378378450870514
OADMET-0006170,4.74,4-5,0.11320578173724627,0.4,2,1,0,1,5.3575,0.5400000214576721
OADMET-0006170,4.74,4-5,0.11320578173724627,0.5,1,0,0,1,6.015000000000001,0.5400000214576721
OADMET-0006170,4.74,4-5,0.11320578173724627,0.6,0,0,0,0,,0.5400000214576721
OADMET-0006161,4.34,4-5,0.23533930250568957,0.4,2,0,0,1,5.83,0.53125
OADMET-0006161,4.34,4-5,0.23533930250568957,0.5,1,0,0,1,6.140000000000001,0.53125
OADMET-0006161,4.34,4-5,0.23533930250568957,0.6,0,0,0,0,,0.53125
OADMET-0006160,5.405,5-6,0.2900238889645994,0.4,1,1,0,0,5.85,0.4406779706478119
OADMET-0006160,5.405,5-6,0.2900238889645994,0.5,0,0,0,0,,0.4406779706478119
OADMET-0006160,5.405,5-6,0.2900238889645994,0.6,0,0,0,0,,0.4406779706478119
OADMET-0006158,3.9,3-4,0.144060472322169,0.4,1,0,0,1,6.115,0.546875
OADMET-0006158,3.9,3-4,0.144060472322169,0.5,1,0,0,1,6.115,0.546875
OADMET-0006158,3.9,3-4,0.144060472322169,0.6,0,0,0,0,,0.546875
OADMET-0006155,5.25,5-6,0.015472182388302613,0.4,3,2,0,0,5.1499999999999995,0.6129032373428345
OADMET-0006155,5.25,5-6,0.015472182388302613,0.5,1,1,0,0,5.66,0.6129032373428345
OADMET-0006155,5.25,5-6,0.015472182388302613,0.6,1,1,0,0,5.66,0.6129032373428345
OADMET-0006151,5.145,5-6,0.3569396477136628,0.4,2,2,0,0,5.470000000000001,0.6612903475761414
OADMET-0006151,5.145,5-6,0.3569396477136628,0.5,1,1,0,0,5.66,0.6612903475761414
OADMET-0006151,5.145,5-6,0.3569396477136628,0.6,1,1,0,0,5.66,0.6612903475761414
OADMET-0006150,4.68,4-5,0.33530394852920864,0.4,1,0,0,1,6.045,0.5102040767669678
OADMET-0006150,4.68,4-5,0.33530394852920864,0.5,1,0,0,1,6.045,0.5102040767669678
OADMET-0006150,4.68,4-5,0.33530394852920864,0.6,0,0,0,0,,0.5102040767669678
OADMET-0006149,4.66,4-5,0.30870693305579344,0.4,1,0,0,0,5.99,0.41791045665740967
OADMET-0006149,4.66,4-5,0.30870693305579344,0.5,0,0,0,0,,0.41791045665740967
OADMET-0006149,4.66,4-5,0.30870693305579344,0.6,0,0,0,0,,0.41791045665740967
OADMET-0006148,5.164999999999999,5-6,0.468591606652911,0.4,3,2,0,1,5.528333333333333,0.6078431606292725
OADMET-0006148,5.164999999999999,5-6,0.468591606652911,0.5,1,0,0,1,6.015000000000001,0.6078431606292725
OADMET-0006148,5.164999999999999,5-6,0.468591606652911,0.6,1,0,0,1,6.015000000000001,0.6078431606292725
OADMET-0006146,6.345000000000001,>=6,0.5674636348151179,0.4,1,1,0,1,6.015000000000001,0.7446808218955994
OADMET-0006146,6.345000000000001,>=6,0.5674636348151179,0.5,1,1,0,1,6.015000000000001,0.7446808218955994
OADMET-0006146,6.345000000000001,>=6,0.5674636348151179,0.6,1,1,0,1,6.015000000000001,0.7446808218955994
OADMET-0006141,5.390000000000001,5-6,0.1052661001727433,0.4,1,1,0,0,5.92,0.484375
OADMET-0006141,5.390000000000001,5-6,0.1052661001727433,0.5,0,0,0,0,,0.484375
OADMET-0006141,5.390000000000001,5-6,0.1052661001727433,0.6,0,0,0,0,,0.484375
OADMET-0006140,5.13,5-6,0.018383104423697283,0.4,2,1,0,0,5.3149999999999995,0.48076921701431274
OADMET-0006140,5.13,5-6,0.018383104423697283,0.5,0,0,0,0,,0.48076921701431274
OADMET-0006140,5.13,5-6,0.018383104423697283,0.6,0,0,0,0,,0.48076921701431274
OADMET-0006139,4.49,4-5,0.33967306259829844,0.4,2,1,0,0,5.27,0.529411792755127
OADMET-0006139,4.49,4-5,0.33967306259829844,0.5,1,0,0,0,5.84,0.529411792755127
OADMET-0006139,4.49,4-5,0.33967306259829844,0.6,0,0,0,0,,0.529411792755127
OADMET-0006135,5.4350000000000005,5-6,0.04631107159010561,0.4,2,0,0,1,5.3575,0.7209302186965942
OADMET-0006135,5.4350000000000005,5-6,0.04631107159010561,0.5,1,0,0,1,6.015000000000001,0.7209302186965942
OADMET-0006135,5.4350000000000005,5-6,0.04631107159010561,0.6,1,0,0,1,6.015000000000001,0.7209302186965942
OADMET-0006134,5.59,5-6,0.08463800861745963,0.4,1,0,0,1,6.345000000000001,0.4769230782985687
OADMET-0006134,5.59,5-6,0.08463800861745963,0.5,0,0,0,0,,0.4769230782985687
OADMET-0006134,5.59,5-6,0.08463800861745963,0.6,0,0,0,0,,0.4769230782985687
OADMET-0006132,5.465,5-6,0.07874659875231416,0.4,2,0,0,1,4.97,0.4590163826942444
OADMET-0006132,5.465,5-6,0.07874659875231416,0.5,0,0,0,0,,0.4590163826942444
OADMET-0006132,5.465,5-6,0.07874659875231416,0.6,0,0,0,0,,0.4590163826942444
OADMET-0006131,5.495,5-6,0.4244253337571937,0.4,1,1,0,0,5.99,0.4307692348957062
OADMET-0006131,5.495,5-6,0.4244253337571937,0.5,0,0,0,0,,0.4307692348957062
OADMET-0006131,5.495,5-6,0.4244253337571937,0.6,0,0,0,0,,0.4307692348957062
OADMET-0006129,5.44,5-6,0.044769591213152715,0.4,1,1,0,0,5.904999999999999,0.6274510025978088
OADMET-0006129,5.44,5-6,0.044769591213152715,0.5,1,1,0,0,5.904999999999999,0.6274510025978088
OADMET-0006129,5.44,5-6,0.044769591213152715,0.6,1,1,0,0,5.904999999999999,0.6274510025978088
OADMET-0006128,5.335,5-6,0.08368517941510856,0.4,2,1,0,1,5.7225,0.5510203838348389
OADMET-0006128,5.335,5-6,0.08368517941510856,0.5,1,0,0,1,6.015000000000001,0.5510203838348389
OADMET-0006128,5.335,5-6,0.08368517941510856,0.6,0,0,0,0,,0.5510203838348389
OADMET-0006125,5.470000000000001,5-6,0.19147021587514423,0.4,1,1,0,0,5.904999999999999,0.5882353186607361
OADMET-0006125,5.470000000000001,5-6,0.19147021587514423,0.5,1,1,0,0,5.904999999999999,0.5882353186607361
OADMET-0006125,5.470000000000001,5-6,0.19147021587514423,0.6,0,0,0,0,,0.5882353186607361
OADMET-0006123,2.56,<3,0.9034187762491706,0.4,0,0,0,0,,0.390625
OADMET-0006123,2.56,<3,0.9034187762491706,0.5,0,0,0,0,,0.390625
OADMET-0006123,2.56,<3,0.9034187762491706,0.6,0,0,0,0,,0.390625
OADMET-0006121,5.195,5-6,0.24577905289461555,0.4,2,1,0,0,5.27,0.671875
OADMET-0006121,5.195,5-6,0.24577905289461555,0.5,2,1,0,0,5.27,0.671875
OADMET-0006121,5.195,5-6,0.24577905289461555,0.6,1,1,0,0,5.84,0.671875
OADMET-0006120,4.725,4-5,0.3754638145381035,0.4,2,0,0,0,5.6899999999999995,0.6600000262260437
OADMET-0006120,4.725,4-5,0.3754638145381035,0.5,1,0,0,0,5.79,0.6600000262260437
OADMET-0006120,4.725,4-5,0.3754638145381035,0.6,1,0,0,0,5.79,0.6600000262260437
OADMET-0006119,3.955,3-4,0.4057165590381686,0.4,3,0,0,1,5.68,0.5892857313156128
OADMET-0006119,3.955,3-4,0.4057165590381686,0.5,2,0,0,1,5.83,0.5892857313156128
OADMET-0006119,3.955,3-4,0.4057165590381686,0.6,0,0,0,0,,0.5892857313156128
OADMET-0006117,4.92,4-5,0.5472445500770915,0.4,3,2,0,0,5.066666666666666,0.5400000214576721
OADMET-0006117,4.92,4-5,0.5472445500770915,0.5,1,1,0,0,4.71,0.5400000214576721
OADMET-0006117,4.92,4-5,0.5472445500770915,0.6,0,0,0,0,,0.5400000214576721
OADMET-0006116,4.485,4-5,0.3607878722911275,0.4,2,0,0,1,5.2725,0.4576271176338196
OADMET-0006116,4.485,4-5,0.3607878722911275,0.5,0,0,0,0,,0.4576271176338196
OADMET-0006116,4.485,4-5,0.3607878722911275,0.6,0,0,0,0,,0.4576271176338196
OADMET-0006115,5.27,5-6,0.05655217096553056,0.4,4,2,0,0,5.0225,0.6229507923126221
OADMET-0006115,5.27,5-6,0.05655217096553056,0.5,1,1,0,0,5.66,0.6229507923126221
OADMET-0006115,5.27,5-6,0.05655217096553056,0.6,1,1,0,0,5.66,0.6229507923126221
OADMET-0006113,4.800000000000001,4-5,1.8477975954472048,0.4,0,0,0,0,,0.3571428656578064
OADMET-0006113,4.800000000000001,4-5,1.8477975954472048,0.5,0,0,0,0,,0.3571428656578064
OADMET-0006113,4.800000000000001,4-5,1.8477975954472048,0.6,0,0,0,0,,0.3571428656578064
OADMET-0006111,5.31,5-6,0.02475480185927914,0.4,1,0,0,1,6.11,0.5671641826629639
OADMET-0006111,5.31,5-6,0.02475480185927914,0.5,1,0,0,1,6.11,0.5671641826629639
OADMET-0006111,5.31,5-6,0.02475480185927914,0.6,0,0,0,0,,0.5671641826629639
OADMET-0006108,2.56,<3,0.03359552411908373,0.4,1,0,0,1,6.845,0.469696968793869
OADMET-0006108,2.56,<3,0.03359552411908373,0.5,0,0,0,0,,0.469696968793869
OADMET-0006108,2.56,<3,0.03359552411908373,0.6,0,0,0,0,,0.469696968793869
OADMET-0006105,5.905,5-6,0.3630587567234125,0.4,3,2,0,1,5.676666666666667,0.5147058963775635
OADMET-0006105,5.905,5-6,0.3630587567234125,0.5,1,0,0,1,6.26,0.5147058963775635
OADMET-0006105,5.905,5-6,0.3630587567234125,0.6,0,0,0,0,,0.5147058963775635
OADMET-0006103,3.765,3-4,0.5445896905461987,0.4,2,0,0,0,5.27,0.5735294222831726
OADMET-0006103,3.765,3-4,0.5445896905461987,0.5,2,0,0,0,5.27,0.5735294222831726
OADMET-0006103,3.765,3-4,0.5445896905461987,0.6,0,0,0,0,,0.5735294222831726
OADMET-0006102,4.955,4-5,0.07678502907502427,0.4,1,0,0,0,5.945,0.49180328845977783
OADMET-0006102,4.955,4-5,0.07678502907502427,0.5,0,0,0,0,,0.49180328845977783
OADMET-0006102,4.955,4-5,0.07678502907502427,0.6,0,0,0,0,,0.49180328845977783
OADMET-0006100,5.234999999999999,5-6,0.2907296883241415,0.4,5,4,0,0,5.546000000000001,0.5147058963775635
OADMET-0006100,5.234999999999999,5-6,0.2907296883241415,0.5,3,2,0,0,5.546666666666667,0.5147058963775635
OADMET-0006100,5.234999999999999,5-6,0.2907296883241415,0.6,0,0,0,0,,0.5147058963775635
OADMET-0006096,2.49,<3,1.00009870413004,0.4,2,0,0,0,5.6899999999999995,0.5
OADMET-0006096,2.49,<3,1.00009870413004,0.5,1,0,0,0,5.79,0.5
OADMET-0006096,2.49,<3,1.00009870413004,0.6,0,0,0,0,,0.5
OADMET-0006094,5.165,5-6,0.2673716958798389,0.4,2,2,0,0,5.6899999999999995,0.5283018946647644
OADMET-0006094,5.165,5-6,0.2673716958798389,0.5,1,1,0,0,5.79,0.5283018946647644
OADMET-0006094,5.165,5-6,0.2673716958798389,0.6,0,0,0,0,,0.5283018946647644
OADMET-0006092,5.795,5-6,0.4305621943412268,0.4,2,1,0,1,5.9,0.5211267471313477
OADMET-0006092,5.795,5-6,0.4305621943412268,0.5,1,1,0,0,5.54,0.5211267471313477
OADMET-0006092,5.795,5-6,0.4305621943412268,0.6,0,0,0,0,,0.5211267471313477
OADMET-0006091,4.94,4-5,0.26772968485753257,0.4,2,0,0,1,5.654999999999999,0.47887325286865234
OADMET-0006091,4.94,4-5,0.26772968485753257,0.5,0,0,0,0,,0.47887325286865234
OADMET-0006091,4.94,4-5,0.26772968485753257,0.6,0,0,0,0,,0.47887325286865234
OADMET-0004676,5.085,5-6,0.12594110968312666,0.4,3,1,0,0,5.066666666666666,0.5744680762290955
OADMET-0004676,5.085,5-6,0.12594110968312666,0.5,2,1,0,0,5.3149999999999995,0.5744680762290955
OADMET-0004676,5.085,5-6,0.12594110968312666,0.6,0,0,0,0,,0.5744680762290955
OADMET-0004675,4.895,4-5,0.24099966867180722,0.4,2,1,0,1,5.577500000000001,0.44285714626312256
OADMET-0004675,4.895,4-5,0.24099966867180722,0.5,0,0,0,0,,0.44285714626312256
OADMET-0004675,4.895,4-5,0.24099966867180722,0.6,0,0,0,0,,0.44285714626312256
OADMET-0004674,4.995,4-5,0.26724783113661843,0.4,1,0,0,1,6.345000000000001,0.4375
OADMET-0004674,4.995,4-5,0.26724783113661843,0.5,0,0,0,0,,0.4375
OADMET-0004674,4.995,4-5,0.26724783113661843,0.6,0,0,0,0,,0.4375
